"code","uri","label","definition"
"1",,1,
"2",,2,
"3",,3,
"4",,4,
"5",,5,
"6",,6,
"7",,7,
"8",,8,
"9",,9,
"10",,10,
"11",,11,
"12",,12,
"Q1",,Q1,
"Q2",,Q2,
"Q3",,Q3,
"Q4",,Q4,
