code,uri,label,definition
CU BCA,NA,Baracoa,NA
CU BOG,NA,Boca Grande,NA
CU BUF,NA,Bufadero,NA
CU CAB,NA,Cabañas,NA
CU CAI,NA,Caibarién,NA
CU CMW,NA,Camagüey,NA
CU CAR,NA,Cárdenas,NA
CU CAS,NA,Casilda,NA
CU CEI,NA,Ceiba Hueca,NA
CU CFG,NA,Cienfuegos,NA
CU QCO,NA,Colon,NA
CU GIB,NA,Gibara,NA
CU GUB,NA,Guantanamo Bay,NA
CU GYB,NA,Guayabal,NA
CU IDS,NA,Isabela de Sagua,NA
CU JUC,NA,Júcaro,NA
CU HAV,NA,La Habana,NA
CU MZO,NA,Manzanillo,NA
CU MAR,NA,Mariel,NA
CU QMA,NA,Matanzas,NA
CU MEL,NA,Media Luna,NA
CU ICR,NA,Nicaro,NA
CU NIQ,NA,Niquero,NA
CU GER,NA,Nueva Gerona,NA
CU NVT,NA,Nuevitas,NA
CU PAL,NA,Palo Alto,NA
CU VIT,NA,Puerto da Vita,NA
CU PAS,NA,Puerto de Pastelillo,NA
CU MNT,NA,Puerto Manatí,NA
CU PPA,NA,Puerto Padre,NA
CU PTA,NA,Puerto Tarafa,NA
CU SDT,NA,Sagua de Tánamo,NA
CU RSL,NA,Sagua la Grande,NA
CU SNU,NA,Santa Clara,NA
CU SCS,NA,Santa Cruz del Sur,NA
CU SCU,NA,Santiago de Cuba,NA
CU TDZ,NA,Tunas de Zaza,NA
CV MIN,NA,Mindelo,NA
CV GRA,NA,Porto Grande,NA
CV RAI,NA,Praia,NA
CV VXE,NA,Sao Vicente,NA
CW BUB,NA,Bullenbaai,NA
CW CRB,NA,Caracas Baai,NA
CW CUR,NA,Curaçao,NA
CW FUI,NA,Fuikbaai,NA
CW SMB,NA,Sint Michielsbaai,NA
CW WIL,NA,Willemstad,NA
CX FFC,NA,Flying Fish Cove,NA
CY AKT,NA,Akrotiri,NA
CY ANM,NA,Ayia Napa,NA
CY DHK,NA,Dhekelia,NA
CY FMG,NA,Famagusta,NA
CY KAR,NA,Karavostasi,NA
CY KYR,NA,Kyrenia,NA
CY LCA,NA,Larnaca,NA
CY LAT,NA,Latchi,NA
CY LMS,NA,Limassol,NA
CY MOI,NA,Moni,NA
CY NIC,NA,Nicosia,NA
CY PFO,NA,Paphos,NA
CY VAS,NA,Vasilikos,NA
CY ZYY,NA,Zyyi,NA
CZ BBC,NA,Babice,NA
CZ BAR,NA,Bartosovice,NA
CZ BLN,NA,Bílina,NA
CZ TNN,NA,Blatna,NA
CZ BDC,NA,Bohdalice,NA
CZ BOL,NA,Bolatice,NA
CZ BTC,NA,Boretice,NA
CZ BUB,NA,Bubovice,NA
CZ BYS,NA,Bysice,NA
CZ CEP,NA,Cepi,NA
CZ C7V,NA,Cervená Voda,NA
CZ CEV,NA,Ceská Ves,NA
CZ CCN,NA,Chocen,NA
CZ CUL,NA,Chrastava,NA
CZ CHZ,NA,Chrustenice,NA
CZ CHU,NA,Chudobín,NA
CZ G44,NA,Chvalatice,NA
CZ MCE,NA,Cimelice,NA
CZ DCB,NA,Decín,NA
CZ SKJ,NA,Dehtary,NA
CZ DOH,NA,Destne v Orlickych Horach,NA
CZ DIV,NA,Divisov,NA
CZ DIS,NA,Divisov,NA
CZ DRS,NA,Dobris,NA
CZ DRO,NA,Dobromerice,NA
CZ DDD,NA,Dobroviz,NA
CZ KRB,NA,Dobruska,NA
CZ DOB,NA,Dolní Benesov,NA
CZ BBE,NA,Dolní Berkovice,NA
CZ SK5,NA,Dolní Jircany,NA
CZ DOL,NA,Dolní Lhota,NA
CZ DRN,NA,Drnholec,NA
CZ DKV,NA,Drzkov,NA
CZ HLP,NA,Hlubocepy,NA
CZ HLU,NA,Hluk,NA
CZ HTV,NA,Horni Tresnovec,NA
CZ HST,NA,Hostinne,NA
CZ HOT,NA,Hostomice,NA
CZ DEK,NA,Hradek,NA
CZ HRN,NA,Hradesin,NA
CZ HSA,NA,Hrensko,NA
CZ HRU,NA,Hrusky/Breclav,NA
CZ JAB,NA,Jablonné nad Orlicí,NA
CZ JEN,NA,Jencice,NA
CZ JIE,NA,Jevisovice,NA
CZ KAD,NA,Kadan,NA
CZ KUV,NA,Karolinka,NA
CZ KOR,NA,Korycany,NA
CZ KOQ,NA,Kosor,NA
CZ KSL,NA,Kostelec nad Labem,NA
CZ RNH,NA,Kralice na Hané,NA
CZ KNV,NA,Kralupy nad Vltavou,NA
CZ ZLY,NA,Kvasice,NA
CZ KKA,NA,Kyselka,NA
CZ LEC,NA,Lechovice,NA
CZ LOE,NA,Letovice,NA
CZ LOB,NA,Lobodice,NA
CZ LUK,NA,Lochovice,NA
CZ LOD,NA,Lodenice,NA
CZ LBC,NA,Lubenec,NA
CZ LCC,NA,Lulec,NA
CZ MNV,NA,Michnov,NA
CZ MIB,NA,Milotice nad Becvou,NA
CZ MOR,NA,Moravicany,NA
CZ MRA,NA,Moravsky Pisek,NA
CZ MYT,NA,Myto/Cesky Krumlov,NA
CZ NEH,NA,Nehvizdy,NA
CZ NRT,NA,Neratovice,NA
CZ NET,NA,Netolice,NA
CZ OVV,NA,Novy Knin,NA
CZ NVV,NA,Nový Vestec,NA
CZ ODO,NA,Odolena Voda,NA
CZ OCX,NA,Opocno,NA
CZ OSI,NA,Osice,NA
CZ PAO,NA,Osik,NA
CZ PAU,NA,Plana u Marianskych Lazni,NA
CZ PNJ,NA,Police nad Metují,NA
CZ PNA,NA,Polna,NA
CZ POP,NA,Popuvky,NA
CZ XUY,NA,Prague-Vinohrady,NA
CZ RDN,NA,Radonice,NA
CZ RAU,NA,Radonice,NA
CZ RAJ,NA,Rajhrad,NA
CZ XXX,NA,RIS Inland waterways,NA
CZ JK6,NA,Sakvice,NA
CZ NKN,NA,Sedlec,NA
CZ SEM,NA,Semcice,NA
CZ STA,NA,Slatina,NA
CZ SMO,NA,Smíchov,NA
CZ CRS,NA,Smilovice,NA
CZ OVK,NA,Smrzovka,NA
CZ SPC,NA,Stary Plzenec,NA
CZ STE,NA,Stechovice,NA
CZ STT,NA,Stetí,NA
CZ BRA,NA,Stribrna Skalice,NA
CZ SDO,NA,Sviadnov,NA
CZ TVA,NA,Tanvald,NA
CZ TIS,NA,Tisnov,NA
CZ TOM,NA,Touzim,NA
CZ VKA,NA,Trnavka,NA
CZ TUC,NA,Tuchomerice,NA
CZ ULN,NA,Ustí nad Labem,NA
CZ VES,NA,Velika Ves,NA
CZ VAA,NA,Veverská Bityska,NA
CZ VRY,NA,Volary,NA
DE AAH,NA,Aachen,NA
DE ABH,NA,Abbehausen,NA
DE ABF,NA,Abbenfleth,NA
DE ABL,NA,Abbesbüttel,NA
DE ABR,NA,Abenberg,NA
DE AMR,NA,Achmer,NA
DE AWR,NA,Achterwehr,NA
DE AHC,NA,Ahlbeck,NA
DE AHO,NA,Ahlhorn,NA
DE AIT,NA,Aitrach,NA
DE ILE,NA,Albersweiler,NA
DE TSH,NA,Albertshofen,NA
DE AQF,NA,Alf,NA
DE ALF,NA,Alfeld/Leine,NA
DE AXB,NA,Alsleben,NA
DE ABO,NA,Alt Bork,NA
DE ALT,NA,Altena,NA
DE ANR,NA,Altenbruch Reede,NA
DE SH4,NA,Altengörs,NA
DE ATL,NA,Altenlingen,NA
DE HHV,NA,Altenwerder,NA
DE AHU,NA,Am Hund,NA
DE AMB,NA,Amberg,NA
DE AML,NA,Amelsbüren,NA
DE ARL,NA,Ammerland,NA
DE IAM,NA,Amrum,NA
DE AND,NA,Andernach,NA
DE ANK,NA,Anklam,NA
DE APE,NA,Apen,NA
DE APN,NA,Apensen,NA
DE ASE,NA,Arendsee,NA
DE ARN,NA,Arnsberg,NA
DE ASC,NA,Aschaffenburg,NA
DE ASS,NA,Assel,NA
DE AUO,NA,Audorf,NA
DE AGB,NA,Augsburg,NA
DE AUG,NA,Augustfehn,NA
DE AUL,NA,Aulendorf,NA
DE AUR,NA,Aurich,NA
DE AEB,NA,Babelsberg,NA
DE ASR,NA,Babelsberg,NA
DE DCH,NA,Bacharach,NA
DE BBV,NA,Bad Bevensen,NA
DE UBG,NA,Bad Dürrenberg,NA
DE RHX,NA,Bad Dürrheim,NA
DE BES,NA,Bad Essen,NA
DE BFH,NA,Bad Friedrichshall,NA
DE BGO,NA,Bad Godesberg,NA
DE BHE,NA,Bad Hersfeld,NA
DE BOY,NA,Bad Oeynhausen,NA
DE BSA,NA,Bad Säckingen,NA
DE BDS,NA,Bad Schandau,NA
DE BEZ,NA,Bahlingen,NA
DE TEJ,NA,Ballrechten,NA
DE BMR,NA,Baltrum,NA
DE BAM,NA,Bamberg,NA
DE GBX,NA,Barbing,NA
DE BRK,NA,Barnkrug,NA
DE BBH,NA,Barth,NA
DE BAS,NA,Basbeck,NA
DE BZS,NA,Beddingen,NA
DE BKW,NA,Beeskow,NA
DE BEI,NA,Beidenfleth,NA
DE ELG,NA,Belgern,NA
DE BDF,NA,Bendorf/Rhein,NA
DE BEN,NA,Bensersiel,NA
DE HUB,NA,Berggiesshübel,NA
DE BGL,NA,Bergisch Gladbach,NA
DE BER,NA,Berlin,NA
DE BMN,NA,Bermatingen,NA
DE BOF,NA,Berndshof,NA
DE BEK,NA,Bernkastel-Kues,NA
DE BTI,NA,Bertingen,NA
DE BEV,NA,Beverungen,NA
DE BKF,NA,Biedenkopf,NA
DE IEN,NA,Biene,NA
DE ERX,NA,Biere,NA
DE BBI,NA,Bietigheim-Bissingen,NA
DE BIW,NA,Bindow,NA
DE BIN,NA,Bingen am Rhein,NA
DE BZR,NA,Binz,NA
DE BQ2,NA,Birklar,NA
DE BWQ,NA,Birkweiler,NA
DE CKH,NA,Blankenheim,NA
DE OIN,NA,Blossin,NA
DE BLM,NA,Blumenthal/Bremen,NA
DE BOE,NA,Böblingen,NA
DE CKK,NA,Bockenem,NA
DE BCO,NA,Bockholdt,NA
DE BOC,NA,Bockhorst,NA
DE BTC,NA,Bodenteich,NA
DE BFF,NA,Boffzen,NA
DE BOI,NA,Boizenburg,NA
DE BOK,NA,Bokel,NA
DE BON,NA,Bonn,NA
DE BMO,NA,Börgemoor,NA
DE BYT,NA,Borgstedt,NA
DE BMK,NA,Borkum,NA
DE BRN,NA,Börnsen,NA
DE BCT,NA,Borschütz,NA
DE BFL,NA,Borsfleth,NA
DE BTA,NA,Bortfeld,NA
DE BOT,NA,Bottrop,NA
DE BXB,NA,Boxberg,NA
DE BCW,NA,Brachwitz,NA
DE BTF,NA,Brahlstorf,NA
DE BKE,NA,Brake,NA
DE RLZ,NA,Bralitz,NA
DE BRA,NA,Bramel,NA
DE BRM,NA,Bramsche,NA
DE BBG,NA,Brandenburg,NA
DE BWE,NA,Braunschweig,NA
DE UDF,NA,Braunsdorf,NA
DE BSH,NA,Breisach,NA
DE BRT,NA,Breitenberg,NA
DE BRE,NA,Bremen,NA
DE BRV,NA,Bremerhaven,NA
DE BMV,NA,Bremervörde,NA
DE TLD,NA,Bresteland,NA
DE BRI,NA,Brilon,NA
DE BNK,NA,Brink,NA
DE RIZ,NA,Britz,NA
DE BDA,NA,Brodenbach,NA
DE BRO,NA,Brohl-Lützing,NA
DE BRB,NA,Brunsbüttel,NA
DE BSI,NA,Bubsheim,NA
DE USF,NA,Büdelsdorf,NA
DE BUL,NA,Bühl,NA
DE LYY,NA,Bullay,NA
DE BEU,NA,Bullenhausen,NA
DE BRG,NA,Burg/Dithmarschen,NA
DE BLD,NA,Burglengenfeld,NA
DE BSK,NA,Burgstaaken/Fehmarn,NA
DE BZQ,NA,Burgstädt,NA
DE URR,NA,Burladingen,NA
DE BUM,NA,Büsum,NA
DE BUT,NA,Butjadingen,NA
DE BUZ,NA,Bützfleth,NA
DE BUX,NA,Buxtehude,NA
DE CAR,NA,Carolinensiel,NA
DE CYN,NA,Castell,NA
DE CRL,NA,Castrop-Rauxel,NA
DE CHI,NA,Chiemsee,NA
DE COC,NA,Cochem,NA
DE CPZ,NA,Copitz,NA
DE CRR,NA,Crossen an der Elster,NA
DE CUM,NA,Cumlosen,NA
DE CUX,NA,Cuxhaven,NA
DE DAD,NA,Daaden,NA
DE DAG,NA,Dagebüll,NA
DE DAP,NA,Damp,NA
DE DAN,NA,Dangast,NA
DE DWD,NA,Dannenwalde,NA
DE MVD,NA,Dassow,NA
DE DAT,NA,Datteln,NA
DE DGA,NA,Deggenau,NA
DE DEG,NA,Deggendorf,NA
DE DMN,NA,Demmin,NA
DE DNR,NA,Derenburg,NA
DE DEU,NA,Dernau,NA
DE RPD,NA,Derschen,NA
DE DSU,NA,Dersum,NA
DE DFN,NA,Dettighofen,NA
DE DEB,NA,Deuben,NA
DE DIA,NA,Dierhagen,NA
DE DHM,NA,Diersheim,NA
DE DSB,NA,Diesbar,NA
DE DSC,NA,Dinkelscherben,NA
DE DIN,NA,Dinslaken,NA
DE DT8,NA,Dittersdorf,NA
DE DIT,NA,Ditzum,NA
DE LZ6,NA,Dölzig,NA
DE DE3,NA,Dombühl,NA
DE DOW,NA,Donauwörth,NA
DE DNT,NA,Dorenthe,NA
DE DMG,NA,Dormagen,NA
DE RKQ,NA,Dornach,NA
DE DOB,NA,Dornbusch,NA
DE DRP,NA,Dörpen,NA
DE DON,NA,Dorsten,NA
DE DTM,NA,Dortmund,NA
DE DVE,NA,Dörverden,NA
DE DRA,NA,Dranske,NA
DE DR5,NA,Drebber,NA
DE NDQ,NA,Dreisbach,NA
DE DRS,NA,Dresden,NA
DE DRO,NA,Drochtersen,NA
DE DUI,NA,Duisburg,NA
DE DUS,NA,Düsseldorf,NA
DE DUL,NA,Dusslingen,NA
DE DYK,NA,Dyckhausen,NA
DE EBB,NA,Eberbach,NA
DE EGC,NA,Eching/Landshut,NA
DE ECK,NA,Eckernförde,NA
DE EDI,NA,Edingen,NA
DE EAX,NA,Effeldorf,NA
DE EGL,NA,Eggenstein-Leopoldshafen,NA
DE EGJ,NA,Eggermühlen,NA
DE EOM,NA,Eggolsheim,NA
DE EHI,NA,Ehingen,NA
DE EBI,NA,Ehrenbreitstein,NA
DE EDD,NA,Eiderdeich,NA
DE EHS,NA,Eisenhüttenstadt,NA
DE ELB,NA,Ellerbek,NA
DE ELM,NA,Elmshorn,NA
DE ELF,NA,Elsenfeld,NA
DE ELS,NA,Elsfleth,NA
DE LER,NA,Elster,NA
DE ETN,NA,Elten,NA
DE EZH,NA,Elzach,NA
DE EME,NA,Emden,NA
DE EM4,NA,Emersacker,NA
DE ESU,NA,Emmelsum,NA
DE EMM,NA,Emmerich,NA
DE ERY,NA,Ering,NA
DE EAU,NA,Erlau,NA
DE EAM,NA,Erlenbach am Main,NA
DE ESS,NA,Essen,NA
DE ESF,NA,Estorf/Weser,NA
DE ETY,NA,Ettal,NA
DE XAX,NA,Euerfeld,NA
DE EUT,NA,Eutin,NA
DE FBR,NA,Falkenberg,NA
DE FHM,NA,Fellheim,NA
DE MV5,NA,Ferdinandshof,NA
DE XFW,NA,Finkenwerder,NA
DE RP7,NA,Flemlingen,NA
DE FLF,NA,Flensburg,NA
DE FSH,NA,Framersheim,NA
DE FRA,NA,Frankfurt am Main,NA
DE FFO,NA,Frankfurt/Oder,NA
DE FRR,NA,Frauenau,NA
DE FES,NA,Freistett,NA
DE FRE,NA,Fresenburg,NA
DE FHL,NA,Friedrichsfeld,NA
DE FDH,NA,Friedrichshafen,NA
DE FRI,NA,Friedrichstadt,NA
DE FWH,NA,Friedrich-Wilhelmshutte,NA
DE FHE,NA,Frielendorf,NA
DE FYE,NA,Friesoythe,NA
DE FNW,NA,Fritzdorf,NA
DE GXG,NA,Gager,NA
DE LLI,NA,Gallin,NA
DE GAO,NA,Gau Odernheim,NA
DE GXS,NA,Gaussig,NA
DE GST,NA,Geeste,NA
DE GNL,NA,Gelbensande,NA
DE GEK,NA,Gelsenkirchen,NA
DE GEL,NA,Gelting,NA
DE GEM,NA,Gemünden,NA
DE GER,NA,Germersheim,NA
DE GHM,NA,Gernsheim,NA
DE GFD,NA,Gersfeld,NA
DE GHZ,NA,Gersheim,NA
DE GEV,NA,Geversdorf,NA
DE GS5,NA,Gilserberg,NA
DE GXN,NA,Gimmeldingen,NA
DE GNP,NA,Ginepp,NA
DE GIG,NA,Ginsheim-Gustavsburg,NA
DE GIT,NA,Gittelde,NA
DE GLK,NA,Glücksburg,NA
DE GLU,NA,Glückstadt,NA
DE UND,NA,Gmund am Tegernsee,NA
DE GDO,NA,Godorf,NA
DE GTR,NA,Gohlis,NA
DE GKR,NA,Goldkronach,NA
DE GO4,NA,Gössenheim,NA
DE GMV,NA,Graal-Müritz,NA
DE EFE,NA,Gräfenhainichen,NA
DE GFF,NA,Grafschaft,NA
DE RBI,NA,Grambin,NA
DE GNR,NA,Grau Rheindorf,NA
DE RLB,NA,Grauelsbaum,NA
DE GRE,NA,Greetsiel,NA
DE GRD,NA,Greifswald,NA
DE ITH,NA,Grieth,NA
DE GMR,NA,Grimberg,NA
DE GMN,NA,Grimmen,NA
DE GXR,NA,Gröde,NA
DE GNU,NA,Gronau,NA
DE GPR,NA,Groppenbruch,NA
DE GKG,NA,Gross Krotzenburg,NA
DE HHO,NA,Grosseichholzheim,NA
DE GRO,NA,Grossenbrode,NA
DE GSI,NA,Grossensiel,NA
DE GSA,NA,Grosslehna,NA
DE GZG,NA,Grosszerlang,NA
DE GDZ,NA,Gudderath,NA
DE GUG,NA,Günzburg,NA
DE GUE,NA,Gusen,NA
DE GNX,NA,Gutenberg,NA
DE HAF,NA,Hafenlohr,NA
DE HLH,NA,Haldensleben,NA
DE HRX,NA,Hallig,NA
DE HAM,NA,Hamburg,NA
DE HTJ,NA,Hamburg-Mitte,NA
DE HAN,NA,Hameln,NA
DE HMM,NA,Hamm,NA
DE HAU,NA,Hanau,NA
DE XZS,NA,Handeloh,NA
DE HAJ,NA,Hannover,NA
DE HBU,NA,Harburg,NA
DE HRN,NA,Haren/Ems,NA
DE HSX,NA,Harlesiel,NA
DE NIH,NA,Hasbergen,NA
DE HLO,NA,Haseldorf,NA
DE HAO,NA,Hasloch,NA
DE HAS,NA,Hassfurt,NA
DE HME,NA,Hattenheim,NA
DE HH7,NA,Hauneck,NA
DE HHL,NA,Hehlen,NA
DE HEI,NA,Heidelberg,NA
DE HSI,NA,Heidesheim,NA
DE HED,NA,Heikendorf,NA
DE HEN,NA,Heilbronn,NA
DE HHF,NA,Heiligenhafen,NA
DE HE5,NA,Heimersheim,NA
DE HRC,NA,Heinrichsberg,NA
DE HGL,NA,Helgoland,NA
DE HML,NA,Helmlingen,NA
DE HMO,NA,Hemmoor,NA
DE HNF,NA,Hennigsdorf,NA
DE XRT,NA,Herbertingen,NA
DE HBR,NA,Herbrum,NA
DE HGZ,NA,Hergatz,NA
DE HEE,NA,Herne,NA
DE HRT,NA,Herten,NA
DE SSL,NA,Hesselte,NA
DE HDI,NA,Hiddingsel,NA
DE HIE,NA,Hille,NA
DE HLP,NA,Hiltrup,NA
DE HRE,NA,Hirzenhain,NA
DE HD8,NA,Hitdorf,NA
DE HOD,NA,Hochdonn,NA
DE HCS,NA,Höchst,NA
DE HO4,NA,Hochstadt,NA
DE JUY,NA,Hohenau,NA
DE HOJ,NA,Hohenhameln,NA
DE HHS,NA,Hohenhorn,NA
DE HSA,NA,Hohensaaten,NA
DE OWH,NA,Hohenwarthe,NA
DE VVH,NA,Hohn,NA
DE HLN,NA,Hollenstedt,NA
DE HTU,NA,Holtenau,NA
DE HZN,NA,Holzminden,NA
DE HBO,NA,Homberg,NA
DE HGE,NA,Hooge,NA
DE HOO,NA,Hooksiel,NA
DE HPE,NA,Hoopte,NA
DE 3L4,NA,Hoppegarten,NA
DE HOB,NA,Horb,NA
DE HRB,NA,Horneburg,NA
DE HRM,NA,Hörnum/Sylt,NA
DE HSB,NA,Hörselberg,NA
DE HOS,NA,Horumersiel,NA
DE HOX,NA,Höxter,NA
DE HRO,NA,Hubertushöhe,NA
DE HSU,NA,Hundsmühlen,NA
DE HUX,NA,Hünsborn,NA
DE HUS,NA,Husum,NA
DE HZZ,NA,Huttingen,NA
DE IGH,NA,Igersheim,NA
DE IHL,NA,Ihlow,NA
DE ZVE,NA,Ihrlerstein,NA
DE INM,NA,Ingelheim,NA
DE ING,NA,Ingolstadt,NA
DE ISP,NA,Ispringen,NA
DE ISU,NA,Issum,NA
DE ITZ,NA,Itzehoe,NA
DE JEM,NA,Jemgum,NA
DE JTN,NA,Jettingen,NA
DE JSN,NA,Jössen,NA
DE JUI,NA,Juist,NA
DE KAM,NA,Kahl am Main,NA
DE KMT,NA,Kaimt,NA
DE KDT,NA,Kallstadt,NA
DE KPE,NA,Kampe,NA
DE KAP,NA,Kappeln,NA
DE KBN,NA,Karben,NA
DE KAE,NA,Karlsruhe,NA
DE KAR,NA,Karnin,NA
DE KHU,NA,Karthaus,NA
DE KEH,NA,Kehl,NA
DE KEM,NA,Kelheim,NA
DE KHN,NA,Kellinghusen,NA
DE KEZ,NA,Kellmünz,NA
DE KEB,NA,Kelsterbach,NA
DE NNP,NA,Kenn,NA
DE KLS,NA,Kesselstadt,NA
DE JIV,NA,Kettenheim,NA
DE KEL,NA,Kiel,NA
DE CKL,NA,Kiel Canal,NA
DE KIE,NA,Kietz,NA
DE KBR,NA,Kinderbeuern,NA
DE KPF,NA,Kipfenberg,NA
DE NWC,NA,Kirchhellen,NA
DE KCO,NA,Kirchmöser,NA
DE RFT,NA,Kirschfurt,NA
DE KIT,NA,Kitzingen,NA
DE KLX,NA,Klusserath,NA
DE KOB,NA,Koblenz am Rhein,NA
DE KHO,NA,Kochendorf,NA
DE KOF,NA,Kolenfeld,NA
DE KOL,NA,Kollmar,NA
DE CGN,NA,Köln,NA
DE KWH,NA,Königs Wusterhausen,NA
DE KGM,NA,Königsmoor,NA
DE KOW,NA,Königswinter,NA
DE KON,NA,Konstanz,NA
DE KB6,NA,Kosbach,NA
DE KTN,NA,Kösten,NA
DE KVG,NA,Kövenig,NA
DE KZB,NA,Kranzberg,NA
DE KRA,NA,Krautsand,NA
DE KRE,NA,Krefeld,NA
DE KNT,NA,Kreinitz,NA
DE KGU,NA,Kriegenbrunn,NA
DE KR9,NA,Kronskamp,NA
DE KRV,NA,Kröv,NA
DE KKU,NA,Kunkemühle,NA
DE KUP,NA,Kuppenheim,NA
DE KUT,NA,Kurten,NA
DE LAB,NA,Laboe,NA
DE LAE,NA,Lägerdorf,NA
DE LHD,NA,Lahde,NA
DE LAM,NA,Lampertheim,NA
DE LAD,NA,Landau in der Pfalz,NA
DE AAD,NA,Landkreis Ammerland,NA
DE LDH,NA,Landshut,NA
DE 73A,NA,Langballig,NA
DE LGB,NA,Langenbach,NA
DE LDM,NA,Langendamm,NA
DE LGO,NA,Langeoog,NA
DE LAW,NA,Langewiesen,NA
DE 6NK,NA,Langsur,NA
DE LKI,NA,Lankwitz,NA
DE LSA,NA,Lassan,NA
DE LAT,NA,Lathen,NA
DE UBT,NA,Laubegast,NA
DE DE8,NA,Laubenheim,NA
DE LNU,NA,Lauenburg/Elbe,NA
DE LS4,NA,Laussig,NA
DE UTA,NA,Lauta,NA
DE LEE,NA,Leer,NA
DE CCC,NA,Leimbach,NA
DE EEM,NA,Leimersheim,NA
DE LIA,NA,Leina,NA
DE 23A,NA,Leinatal,NA
DE LPH,NA,Leipheim,NA
DE LIZ,NA,Leissnitz,NA
DE LRC,NA,Lembruch,NA
DE LEW,NA,Lemwerder,NA
DE EZN,NA,Lenzen,NA
DE DDD,NA,Letmathe,NA
DE LEV,NA,Leverkusen,NA
DE ILH,NA,Lich,NA
DE LTF,NA,Lichterfelde,NA
DE LIB,NA,Liebenau,NA
DE LPQ,NA,Liepgarten,NA
DE LSR,NA,Lieser,NA
DE LSH,NA,Limeshain,NA
DE LIU,NA,Lindau,NA
DE LIG,NA,Lingen,NA
DE LIN,NA,Lintelermarsch,NA
DE LRN,NA,Linz am Rhein,NA
DE LIS,NA,List/Sylt,NA
DE LNH,NA,Löhnerheide,NA
DE SCJ,NA,Lommatzsch,NA
DE ONG,NA,Longen,NA
DE LON,NA,Longuich,NA
DE RPL,NA,Lonsheim,NA
DE LCW,NA,Loschwitz,NA
DE LBC,NA,Lübeck,NA
DE LBM,NA,Lubmin,NA
DE LSU,NA,Ludwigsau,NA
DE LUH,NA,Ludwigshafen,NA
DE LGX,NA,Ludwigshöhe,NA
DE LLS,NA,Lülsdorf,NA
DE LOW,NA,Lunow,NA
DE LT9,NA,Lütgenrode,NA
DE TJE,NA,Lutjenburg,NA
DE MAO,NA,Maasholm,NA
DE MAG,NA,Magdeburg,NA
DE MAI,NA,Mainz,NA
DE GYM,NA,Mainzlar,NA
DE MAM,NA,Malente,NA
DE MFL,NA,Malsfeld,NA
DE MMF,NA,Mammendorf,NA
DE MMI,NA,Mamming,NA
DE MHG,NA,Mannheim,NA
DE MRM,NA,Marcardsmoor,NA
DE MRS,NA,Mariensiel,NA
DE MTD,NA,Marktrodach,NA
DE MLO,NA,Marlow,NA
DE MSK,NA,Martinskirchen,NA
DE MXA,NA,Maxau,NA
DE MXM,NA,Maximiliansau,NA
DE MHR,NA,Mehring,NA
DE MRU,NA,Mehrum,NA
DE MDI,NA,Meiderich,NA
DE ME8,NA,Meineweh,NA
DE MIM,NA,Meisenheim,NA
DE MEI,NA,Meissen,NA
DE MEL,NA,Meldorf,NA
DE MZE,NA,Mellensee,NA
DE MEM,NA,Memmert,NA
DE GJ9,NA,Mengkofen,NA
DE MSH,NA,Mescherin,NA
DE Z4Z,NA,Michelbach am Heuchelberg,NA
DE MIL,NA,Miltenberg,NA
DE MID,NA,Minden,NA
DE MNM,NA,Minheim,NA
DE MIN,NA,Minsen,NA
DE MIB,NA,Misburg,NA
DE MWF,NA,Mittelherwigsdorf,NA
DE MSB,NA,Mittelsbüren,NA
DE MGW,NA,Mögglingen,NA
DE MOE,NA,Mölln,NA
DE MMM,NA,Mommenheim,NA
DE MWW,NA,Monchweiler,NA
DE MNF,NA,Mondorf,NA
DE XMP,NA,Monheim,NA
DE MHM,NA,Monheim,NA
DE MOZ,NA,Motzen,NA
DE GL3,NA,Müglitztal,NA
DE MXB,NA,Mühlberg,NA
DE MUK,NA,Mukran,NA
DE MMO,NA,Mülheim,NA
DE MUH,NA,Mülheim an der Ruhr,NA
DE ULS,NA,Mulsen,NA
DE M5B,NA,Munchsdorf,NA
DE MUN,NA,Munster,NA
DE MSR,NA,Münster,NA
DE MNQ,NA,Münster-Sarmsheim,NA
DE NZM,NA,Nahmitz,NA
DE NST,NA,Neckarsteinach,NA
DE NTA,NA,Neckartailfingen,NA
DE NZE,NA,Neckarzimmern,NA
DE NFE,NA,Neef,NA
DE NSY,NA,Nersingen,NA
DE NES,NA,Nessmersiel,NA
DE NNH,NA,Neuendorf-Hiddensee,NA
DE NSC,NA,Neuenschleuse,NA
DE NSE,NA,Neuessen,NA
DE NEF,NA,Neufeld,NA
DE NHS,NA,Neuharlingersiel,NA
DE NEH,NA,Neuhaus an der Oste,NA
DE UKI,NA,Neukieritzsch,NA
DE FER,NA,Neu-Kupfer,NA
DE NEL,NA,Neuland/Elbe,NA
DE NN4,NA,Neuleiningen,NA
DE NMN,NA,Neumagen-Dhron,NA
DE NSV,NA,Neumarkt-Sankt Veit,NA
DE NBD,NA,Neunkirchen am Brand,NA
DE NCA,NA,Neuscharrel,NA
DE NSS,NA,Neuss,NA
DE NHO,NA,Neustadt in Holstein,NA
DE NGL,NA,Neustadt-Glewe,NA
DE NED,NA,Neuwied,NA
DE BWJ,NA,Niebelsbach,NA
DE DFX,NA,Niederdollendorf,NA
DE CH5,NA,Niederkaina,NA
DE NGH,NA,Niederneuching,NA
DE NHL,NA,Niehl/Köln,NA
DE NIE,NA,Nienburg,NA
DE 64Z,NA,Niendorf Ostsee,NA
