code,uri,label,definition
GR ANI,NA,"Agios Nikólaos, Kríti",NA
GR ASF,NA,Agios Stefanos Corfu,NA
GR AGG,NA,Agistri Aiginas,NA
GR ANL,NA,Agnontas Skopelos,NA
GR AGA,NA,Agriá,NA
GR AID,NA,Aidipsou,NA
GR AIG,NA,Aigiali Amorgou,NA
GR AEN,NA,Aígion,NA
GR AKH,NA,Akhillion,NA
GR AKT,NA,Aktio Vonitsas,NA
GR AXD,NA,Alexandroúpolis,NA
GR AIO,NA,Alimos,NA
GR LVR,NA,Aliverio,NA
GR ALO,NA,Alónnisos,NA
GR ATS,NA,Altsi,NA
GR APL,NA,Amaliápolis,NA
GR AMF,NA,Amfilochía,NA
GR AMI,NA,Amolianí,NA
GR ANA,NA,Anáfi,NA
GR ANT,NA,Andírrion,NA
GR AND,NA,Andros,NA
GR ATK,NA,Antikyra,NA
GR ANP,NA,Antiparos,NA
GR ARX,NA,Araxos,NA
GR ARM,NA,Argostólion,NA
GR ARD,NA,Arkioi Dodekanissou,NA
GR ARK,NA,Arkítsa,NA
GR TEM,NA,Artemis,NA
GR ASS,NA,Asprópirgos,NA
GR APV,NA,Asproválta,NA
GR SOS,NA,Assos,NA
GR AST,NA,Astakós,NA
GR ARS,NA,Ástros,NA
GR JTY,NA,Astypálaia,NA
GR ATA,NA,Atalándi,NA
GR ATL,NA,Atherinolakos Ierapetras,NA
GR ATN,NA,Athinios Thira Santorini,NA
GR AVA,NA,Avlida,NA
GR CLK,NA,Chalkida,NA
GR CHQ,NA,Chania,NA
GR JKH,NA,Chíos,NA
GR DAF,NA,Dáfni,NA
GR DOS,NA,Delos,NA
GR DIA,NA,Diafánion,NA
GR DIK,NA,Diakofti Kythiron,NA
GR DMB,NA,Dombraina Boiotias,NA
GR DON,NA,Donousa Kykladon,NA
GR DPA,NA,Drapetzona,NA
GR DRE,NA,Drepano Riou,NA
GR EDI,NA,Edipsos,NA
GR EGI,NA,Eginion,NA
GR ELN,NA,Elafonissos Lakonias,NA
GR XZX,NA,Elaiokhória,NA
GR ELT,NA,Eleftheres,NA
GR EEU,NA,Eleusina,NA
GR FLS,NA,Eleusis,NA
GR EPI,NA,Epidavros,NA
GR ETK,NA,Eratini,NA
GR ERK,NA,Ereikousses Diapontioi Islands,NA
GR ERE,NA,Erétria,NA
GR ERM,NA,Ermióni,NA
GR ERY,NA,Erythres,NA
GR EYD,NA,Eydilos,NA
GR FNR,NA,Faneromeni Salaminas,NA
GR FAM,NA,Farmakonissi Dodekanissos,NA
GR FIS,NA,Fiskárdo,NA
GR FOL,NA,Folégandros,NA
GR FOU,NA,Foúrnoi,NA
GR SAT,NA,Frikes Ithakis,NA
GR GAL,NA,Galatas Troizinas,NA
GR GLX,NA,Galaxidi,NA
GR GAD,NA,Gavdos Chanea,NA
GR GAV,NA,Gávrion,NA
GR GLO,NA,Glossa,NA
GR GLY,NA,Glyfa Fthiotidas,NA
GR GFD,NA,Glyfada,NA
GR GYT,NA,Gythion,NA
GR HAL,NA,Halki Dodekanison,NA
GR HRK,NA,Herakleia Kykladon,NA
GR HER,NA,Heraklion (Iraklion),NA
GR HYD,NA,Hydra (Idhra),NA
GR HYD,NA,Idhra (Hydra),NA
GR IER,NA,Ierápetra,NA
GR IES,NA,Ierissos,NA
GR IGO,NA,Igoumenítsa,NA
GR INO,NA,Inousses,NA
GR IOS,NA,Ios,NA
GR HER,NA,Iraklion (Heraklion),NA
GR ITM,NA,Isthmía,NA
GR ITA,NA,Itea,NA
GR ITH,NA,Ithaki (Ithaca),NA
GR KLM,NA,Kalamaki,NA
GR KLX,NA,Kalamáta,NA
GR KAI,NA,Kalamos Island (Lefkada),NA
GR KLD,NA,Kalathos Rodou,NA
GR KLL,NA,Kalilimenes,NA
GR KMI,NA,Kálymnos,NA
GR KRE,NA,Kamares Sifnos,NA
GR KSK,NA,Kamiros Skala,NA
GR KAP,NA,Kapsalion (Kythira),NA
GR KRM,NA,Kardamaina Kos,NA
GR KDM,NA,Kardámyla,NA
GR KAG,NA,Karkinagri Ikarias,NA
GR AOK,NA,Kárpathos,NA
GR KST,NA,Karystos,NA
GR KSP,NA,Kassiopi Corfu,NA
GR KSJ,NA,Kassos,NA
GR KIS,NA,Kastelli Kissamou,NA
GR KAS,NA,Kastellorizou (ex Megísti),NA
GR KSI,NA,Kastos Island,NA
GR KAK,NA,Katakolon,NA
GR KTP,NA,Katápola,NA
GR KEI,NA,Kateríni,NA
GR KAH,NA,Káto Achaïa,NA
GR KVA,NA,Kavála,NA
GR KEA,NA,Kéa (Tzia),NA
GR KEF,NA,Kefalos Ko,NA
GR KER,NA,Keramoti,NA
GR KTS,NA,Keratsínion,NA
GR CFU,NA,Kérkira (Corfu),NA
GR CSF,NA,Khóra Sfakíon,NA
GR KIO,NA,Kiato,NA
GR KYM,NA,Kimási,NA
GR KIM,NA,Kimi (Kými),NA
GR KMS,NA,Kímolos,NA
GR KIP,NA,Kiparissia,NA
GR KLI,NA,Klima,NA
GR KIN,NA,Koilas Ermionidos,NA
GR KNS,NA,Kontias Limnou,NA
GR KPS,NA,Kopanós,NA
GR KRT,NA,Kórinthos,NA
GR KGS,NA,Kos,NA
GR KEM,NA,Kosta Ermionidas,NA
GR KOF,NA,Koufonissia Kykladon,NA
GR AON,NA,Kounoupidiana,NA
GR KYL,NA,Kyllíni,NA
GR KIM,NA,Kými (Kimi),NA
GR KYT,NA,Kythnos,NA
GR PTL,NA,Lágos (Pórto-Lágo),NA
GR PKK,NA,Lakkion,NA
GR LAR,NA,Lardos Rhodes,NA
GR LRY,NA,Larymna,NA
GR LAV,NA,Laurium (Lavrion),NA
GR LAV,NA,Lavrion (Laurium),NA
GR LEV,NA,Lefkáda (Lefkás),NA
GR LEF,NA,Lefkandi,NA
GR LEV,NA,Lefkás (Lefkáda),NA
GR LFK,NA,Lefkímmi,NA
GR LND,NA,Leonídion,NA
GR LRS,NA,Leros,NA
GR LII,NA,Limni,NA
GR LIA,NA,Linaria,NA
GR LDR,NA,Lindos Rodou,NA
GR LIN,NA,Linoperamata Hrakliou,NA
GR LIP,NA,Lipsoí,NA
GR LIX,NA,Lixuri,NA
GR LTR,NA,Loutro Chanion,NA
GR M8L,NA,Magoúla,NA
GR MGL,NA,Magoúla,NA
GR MSA,NA,Malessina,NA
GR MKP,NA,Marathokampos Samou,NA
GR MRM,NA,Marmari,NA
GR MXK,NA,Mastichari Kos,NA
GR MTR,NA,Mathraki Diapontioi Island,NA
GR MEG,NA,Megálon Livádion,NA
GR MGN,NA,Meganísi,NA
GR MEN,NA,Menidi,NA
GR MEL,NA,Mesolóngion,NA
GR MHI,NA,Mesta Hiou,NA
GR MEA,NA,Methana,NA
GR MET,NA,Methoni,NA
GR MYR,NA,Mírina,NA
GR MOL,NA,Molyvos,NA
GR MON,NA,Monemvasía,NA
GR MVO,NA,Moní Vatopedíou,NA
GR MDR,NA,Moúdhros,NA
GR MOU,NA,Moutsoúna,NA
GR JMK,NA,Mykonos,NA
GR MYL,NA,Mylaki,NA
GR MRS,NA,Myrties Kalymnou,NA
GR MYB,NA,Myrtos Beach,NA
GR MJT,NA,Mytilene,NA
GR NAF,NA,Náfplion,NA
GR NAS,NA,Naoussa Parou,NA
GR NPK,NA,Návpaktos,NA
GR JNX,NA,Náxos,NA
GR NAR,NA,Néa Artáki,NA
GR NKA,NA,Néa Kallikrátia,NA
GR NKV,NA,Néa Karváli,NA
GR NMA,NA,Néa Moudhaniá,NA
GR NPY,NA,Néa Pláyia,NA
GR NST,NA,Néa Stíra,NA
GR NEA,NA,Neapolis,NA
GR KAR,NA,Néon Karlovásion,NA
GR NMR,NA,Neos Marmaras,NA
GR NID,NA,Nidhríon,NA
GR NIS,NA,Nisiros,NA
GR OIK,NA,Oia Kyklades,NA
GR ORE,NA,Orei,NA
GR PNT,NA,Órmos Panórmou,NA
GR ORO,NA,Oropos,NA
GR OTH,NA,Othonoí,NA
GR OUR,NA,Ouranópolis,NA
GR PME,NA,Pachi,NA
GR PEP,NA,Palaiá Epídavros,NA
GR PFA,NA,Palaiá Fókaia,NA
GR PCH,NA,Paleochora,NA
GR PSF,NA,Paleohora Sfakion,NA
GR PAO,NA,Paloúkia,NA
GR PAR,NA,Párga,NA
GR PAS,NA,Páros,NA
GR PMS,NA,Pátmos,NA
GR GPA,NA,Patras,NA
GR PAX,NA,Paxi,NA
GR PEL,NA,Pelasyía,NA
GR PER,NA,Perama,NA
GR PGM,NA,Perama Geras Mytilinis,NA
GR PRR,NA,Perea,NA
GR PSK,NA,Pessada Kefallinnias,NA
GR PEB,NA,Petani Beach,NA
GR PLV,NA,Petra,NA
GR PRE,NA,Petries Evvoias,NA
GR PYV,NA,Peyki Evvoias,NA
GR PSE,NA,Phserimos Dodekanisou,NA
GR PIR,NA,Piraeus,NA
GR PIS,NA,Pissaetos Ithakis,NA
GR PIT,NA,Pitra,NA
GR ALG,NA,Plakias,NA
GR PIA,NA,Platania,NA
GR PTI,NA,Plataria,NA
GR P5T,NA,Platy,NA
GR PLG,NA,Platygiali Etoloakarnanias,NA
GR PLM,NA,Plomárion,NA
GR PTK,NA,Politiká,NA
GR PLC,NA,Polychnitos Lesvou,NA
GR PKE,NA,Poros Kefallinias,NA
GR PTR,NA,Poros Trizinias,NA
GR VTH,NA,Port Vathý (Vathý),NA
GR PHE,NA,Porto Heli,NA
GR POA,NA,Potamos Antikithera,NA
GR PRN,NA,Prasonisi Rhodes,NA
GR PVK,NA,Preveza/Lefkas,NA
GR PPI,NA,Prinos Thassou,NA
GR DSD,NA,Prosotsáni,NA
GR PRO,NA,Próti,NA
GR PSA,NA,Psakhná,NA
GR PAA,NA,Psará,NA
GR PTE,NA,Pteleos,NA
GR PLI,NA,Pyli,NA
GR PYL,NA,Pýlos,NA
GR PYR,NA,Pyrgos,NA
GR PYT,NA,Pythagóreion,NA
GR RAF,NA,Rafina,NA
GR RET,NA,Réthymnon,NA
GR REV,NA,Revithoussa,NA
GR RHO,NA,Rhodes,NA
GR RIO,NA,Rio,NA
GR RIZ,NA,Rízes,NA
GR SGT,NA,Sagiada Thesprotias,NA
GR SGB,NA,Saint George,NA
GR STN,NA,Saint Nicolas,NA
GR SAL,NA,Salamís,NA
GR SNK,NA,Salonika,NA
GR SAI,NA,Sámi,NA
GR SMI,NA,Samos,NA
GR SAM,NA,Samothráki,NA
GR SHC,NA,Schinousa Kykladon,NA
GR ZAQ,NA,Sérifos,NA
GR SER,NA,Sériphos,NA
GR SHI,NA,Shinari Zakynthou,NA
GR SGR,NA,Sigri Lesvou,NA
GR SGI,NA,Sigrion,NA
GR SII,NA,Sikinos,NA
GR SIK,NA,Sikionia,NA
GR JSH,NA,Siteía,NA
GR SKD,NA,Skafidia,NA
GR SKM,NA,Skáloma,NA
GR SKA,NA,Skaramangás,NA
GR JSI,NA,Skíathos,NA
GR SKU,NA,Skíros,NA
GR SKO,NA,Skopelos,NA
GR SOI,NA,Soroni,NA
GR SDH,NA,Soúda,NA
GR SFN,NA,Souflíon,NA
GR SOG,NA,Sougia Chanion,NA
GR SOR,NA,Soupri,NA
GR SOU,NA,Soussaki,NA
GR SLA,NA,Souvala,NA
GR SPE,NA,Spétsai,NA
GR SCR,NA,Stavrochorion,NA
GR SHA,NA,Stavros Halkidikis,NA
GR STI,NA,Stratoni,NA
GR SYS,NA,Stylída (Stylis),NA
GR SYS,NA,Stylis (Stylída),NA
GR SUD,NA,Suda Bay,NA
GR SYM,NA,Symi,NA
GR JSY,NA,Syra (Syros),NA
GR JSY,NA,Syros (Syra),NA
GR SYV,NA,Syvota,NA
GR TVR,NA,Távros,NA
GR TSO,NA,Thasos,NA
GR SKG,NA,Thessaloníki,NA
GR TKO,NA,Thessi Kyrillo,NA
GR JTR,NA,Thíra,NA
GR TRS,NA,Thirasía,NA
GR THP,NA,Thisvi Port,NA
GR THM,NA,Thymaina Island,NA
GR TIL,NA,Tilos,NA
GR TIN,NA,Tínos,NA
GR TLA,NA,Tolo Argolidos,NA
GR TRK,NA,Trikeri,NA
GR TRY,NA,Trypiti Chalkidikis,NA
GR TSI,NA,Tsingéli,NA
GR VSS,NA,Vassiliki Leykadas,NA
GR VTH,NA,Vathý (Port Vathý),NA
GR VAB,NA,Vatika Bay,NA
GR VLC,NA,Volissos (Limnia) Chios,NA
GR VOL,NA,Vólos,NA
GR VOM,NA,Voudia Milos,NA
GR VLM,NA,Vouliagméni,NA
GR VRI,NA,Vrisákia,NA
GR XKB,NA,Xirokámbion,NA
GR XIR,NA,Xirokampos Leros,NA
GR YLI,NA,Yali Island,NA
GR YAL,NA,Yaltra,NA
GR YER,NA,Yerakiní,NA
GR ZTH,NA,Zákynthos,NA
GS GRV,NA,Grytviken,NA
GS LEH,NA,Leith Harbour,NA
GT CHR,NA,Champerico,NA
GT E8C,NA,El Carmen,NA
GT ELE,NA,El Estor,NA
GT LAA,NA,La Aurora,NA
GT LIV,NA,Lívingston,NA
GT PBR,NA,Puerto Barrios,NA
GT PRQ,NA,Puerto Quetzal,NA
GT STC,NA,Puerto Santo Tomás de Castilla,NA
GT RIO,NA,Río Bravo,NA
GT SNJ,NA,San Jose,NA
GT TUC,NA,Tecun Uman,NA
GT VIN,NA,Villa Nueva,NA
GU APR,NA,Apra (Agana),NA
GU BRR,NA,Barrigada,NA
GU GUM,NA,Guam,NA
GW BNT,NA,Binta,NA
GW OXB,NA,Bissau,NA
GW BOL,NA,Bolama,NA
GW BQE,NA,Bubaque,NA
GW CAC,NA,Cacheu,NA
GW CJA,NA,Canjaja,NA
GW FAR,NA,Farim,NA
GY ANT,NA,Adventure,NA
GY GFO,NA,Bartica,NA
GY EVR,NA,Everton,NA
GY GEO,NA,Georgetown,NA
GY LDN,NA,Linden,NA
GY NAM,NA,New Amsterdam,NA
HK ABD,NA,Aberdeen,NA
HK ALC,NA,Ap Lei Chau,NA
HK CWB,NA,Causeway Bay,NA
HK HKC,NA,Ha Kwai Chung,NA
HK HKG,NA,Hong Kong,NA
HK KWN,NA,Kowloon,NA
HK LAM,NA,Lamma Island,NA
HK TOL,NA,Tolo Harbour,NA
HK TST,NA,Tsim Sha Tsui,NA
HK VIC,NA,Victoria,NA
HK WNI,NA,Wan Chai,NA
HK 9YM,NA,Yau Ma Tei,NA
HK YUE,NA,Yuen Long,NA
HM HEA,NA,Heard Island,NA
HM MCD,NA,McDonald Island,NA
HN AMP,NA,Amapala,NA
HN GJA,NA,Guanaja,NA
HN HNN,NA,Henecan,NA
HN LCE,NA,La Ceiba,NA
HN RTM,NA,Mahogany Bay,NA
HN OMO,NA,Omoa,NA
HN PCA,NA,Puerto Castilla,NA
HN PCR,NA,Puerto Cortés,NA
HN RTB,NA,Roatán,NA
HN SLO,NA,San Lorenzo,NA
HN SAP,NA,San Pedro Sula,NA
HN TGU,NA,Tegucigalpa,NA
HN TEA,NA,Tela,NA
HN TJI,NA,Trujillo,NA
HR ALJ,NA,Aljmas,NA
HR ATL,NA,Antenal,NA
HR BAK,NA,Bakar,NA
HR BAS,NA,Baska,NA
HR BAT,NA,Batina,NA
HR BLC,NA,Belisce,NA
HR BNM,NA,Biograd na Moru,NA
HR BLE,NA,Blace,NA
HR BOL,NA,Bol,NA
HR BOR,NA,Borovo,NA
HR BRV,NA,Borovo Selo,NA
HR BZA,NA,Bozava,NA
HR BRB,NA,Brbinj/Lucina,NA
HR BRI,NA,Brioni,NA
HR CVT,NA,Cavtat,NA
HR CRS,NA,Cres,NA
HR CRA,NA,Crikvenica,NA
HR DLJ,NA,Dalj,NA
HR DAL,NA,Dalmacia,NA
HR DNC,NA,Donje Celo,NA
HR DRK,NA,Drvenik,NA
HR DBV,NA,Dubrovnik,NA
HR RES,NA,Duga Resa,NA
HR DUR,NA,Dugi Rat,NA
HR ERD,NA,Erdut,NA
HR FNA,NA,Fazana,NA
HR N9F,NA,Fericanci,NA
HR FIL,NA,Filipjakov,NA
HR GNA,NA,Gazenica,NA
HR HVA,NA,Hvar,NA
HR ILO,NA,Ilok,NA
HR IST,NA,Ist,NA
HR JAB,NA,Jablanac,NA
HR JDR,NA,Jadrija,NA
HR JSA,NA,Jelsa,NA
HR KAL,NA,Kali,NA
HR KFR,NA,Kanfanar,NA
HR KPR,NA,Kaprije,NA
HR KAB,NA,Karlobag,NA
HR KJV,NA,Kijevo,NA
HR KLK,NA,Klek,NA
HR KMN,NA,Klimno,NA
HR KZA,NA,Kneza,NA
HR KMZ,NA,Komiza,NA
HR KOR,NA,Korcula,NA
HR KRM,NA,Koromacno,NA
HR KOS,NA,Kostrena,NA
HR KRA,NA,Kraljevica,NA
HR KRK,NA,Krk,NA
HR KUK,NA,Kukljica,NA
HR LAM,NA,Lamjane,NA
HR LST,NA,Lastovo,NA
HR LKR,NA,Lokrum,NA
HR LPR,NA,Lopar,NA
HR LPD,NA,Lopud,NA
HR MAK,NA,Makarska,NA
HR MIZ,NA,Mali Iz,NA
HR LSZ,NA,Mali Losinj,NA
HR MAL,NA,Malinska,NA
HR MTA,NA,Martinscica,NA
HR MAS,NA,Maslenica,NA
HR MRG,NA,Merag,NA
HR MET,NA,Metkovic,NA
HR MIL,NA,Milna,NA
HR MNK,NA,Misnjak,NA
HR MHV,NA,Mohovo,NA
HR MOM,NA,Momjan,NA
HR MOD,NA,Moscenicka Draga,NA
HR MRJ,NA,Muna na Zirju,NA
HR MUR,NA,Murter,NA
HR NRZ,NA,Nerezine,NA
HR NOV,NA,Novaglia,NA
HR NVL,NA,Novalja,NA
HR NVD,NA,Novi Vinodolski,NA
HR NVG,NA,Novigrad,NA
HR NDD,NA,Novigrad (Dalmacija),NA
HR ONJ,NA,Obonjan,NA
HR OMS,NA,Omis,NA
HR OMI,NA,Omisalj,NA
HR OPA,NA,Opatija,NA
HR OPT,NA,Opatovac,NA
HR ORB,NA,Orebic,NA
HR OSI,NA,Osijek,NA
HR PAG,NA,Pag,NA
HR PAS,NA,Pasman,NA
HR PLE,NA,Ploce,NA
HR PLM,NA,Plomin,NA
HR PLA,NA,Polace,NA
HR PMN,NA,Pomena,NA
HR POR,NA,Porec,NA
HR PRZ,NA,Porozina,NA
HR PRP,NA,Prapratno,NA
HR PRE,NA,Preko,NA
HR PRI,NA,Primosten,NA
HR PVK,NA,Privlaka,NA
HR PRN,NA,Prizna,NA
HR PRV,NA,Prvic,NA
HR PRS,NA,Prvic Sepurine,NA
HR PCA,NA,Pucisca,NA
HR PUY,NA,Pula,NA
HR PNT,NA,Punat,NA
HR RAB,NA,Rab,NA
HR RBC,NA,Rabac,NA
HR RAS,NA,Rasa,NA
HR RJK,NA,Rijeka,NA
HR XXX,NA,RIS Inland waterways,NA
HR RGC,NA,Rogac,NA
HR RGN,NA,Rogoznica,NA
HR ROV,NA,Rovinj,NA
HR RVC,NA,Rugvica,NA
HR SAL,NA,Sali,NA
HR SRG,NA,Sarengrad,NA
HR SLC,NA,Selce,NA
HR SEN,NA,Senj,NA
HR SIB,NA,Sibenik,NA
HR SIL,NA,Silba,NA
HR SLO,NA,Silo,NA
HR SIS,NA,Sisak,NA
HR SRD,NA,Skradin,NA
HR SLA,NA,Slano,NA
HR SLT,NA,Slatine,NA
HR SBD,NA,Slavonski Brod,NA
HR SBR,NA,Sobra,NA
HR SPU,NA,Split,NA
HR SPL,NA,Splitska,NA
HR SGD,NA,Stari Grad,NA
HR SGR,NA,Starigrad,NA
HR STM,NA,Stomorska,NA
HR STO,NA,Ston,NA
HR SUR,NA,Sucurac,NA
HR SUC,NA,Sucuraj,NA
HR SDR,NA,Sudurad,NA
HR SMN,NA,Sumartin,NA
HR SUP,NA,Supetar,NA
HR SSK,NA,Susak,NA
HR SUS,NA,Susak,NA
HR STP,NA,Sustjepan,NA
HR SUT,NA,Sutivan,NA
HR SVJ,NA,Sveti Juraj,NA
HR SVK,NA,Sveti Kajo,NA
HR TNO,NA,Tisno,NA
HR TKN,NA,Tkon,NA
HR TRI,NA,Tribunj,NA
HR TRO,NA,Trogir,NA
HR TRJ,NA,Trpanj,NA
HR TRK,NA,Trstenik,NA
HR TNR,NA,Tunarica,NA
HR TUR,NA,Turanj,NA
HR UBL,NA,Ubli,NA
HR UMG,NA,Umag,NA
HR UNJ,NA,Unije,NA
HR UVM,NA,Uvala Mir,NA
HR VLB,NA,Valbiska,NA
HR VLK,NA,Vela Luka,NA
HR VIZ,NA,Veli Iz,NA
HR VLN,NA,Veli Losinj,NA
HR 9SA,NA,Velika Mlaka,NA
HR VGN,NA,Viganj,NA
HR VIS,NA,Vis,NA
HR VDC,NA,Vodice,NA
HR VRA,NA,Vranjic,NA
HR VRK,NA,Vrbnik,NA
HR VRS,NA,Vrboska,NA
HR VRG,NA,Vrgada,NA
HR VRR,NA,Vrsar,NA
HR VUK,NA,Vukovar,NA
HR ZAD,NA,Zadar,NA
HR ZGL,NA,Zigljen,NA
HR ZLR,NA,Zlarin,NA
HR ZUT,NA,Zut Marina,NA
HT SMC,NA,Baie de Saint-Marc,NA
HT CAP,NA,Cap-Haïtien,NA
HT CRC,NA,Caracol,NA
HT FOM,NA,Fond Mombin,NA
HT FLI,NA,Fort Liberte,NA
HT GVS,NA,Gonaïves,NA
HT JAK,NA,Jacmel,NA
HT JEE,NA,Jérémie,NA
HT LFF,NA,Lafiteau,NA
HT PLH,NA,Lafito Port,NA
HT ACA,NA,Les Cayes,NA
HT MIR,NA,Miragoane,NA
HT PEG,NA,Petit Goâve,NA
HT PAP,NA,Port-au-Prince,NA
HU ADY,NA,Adony,NA
HU AFU,NA,Almásfüzitó,NA
HU ALS,NA,Alsóörs,NA
HU ASZ,NA,Alsozsolca,NA
HU AKT,NA,Andornaktálya,NA
HU ZAR,NA,Aszar,NA
HU BRS,NA,Badacsonyörs,NA
HU BZO,NA,Balatonszárszó,NA
HU BDA,NA,Berhida,NA
HU BZE,NA,Berzence,NA
HU BUD,NA,Budapest,NA
HU CPE,NA,Csepel,NA
HU CMR,NA,Csömör,NA
HU DEB,NA,Debrecen,NA
HU DPA,NA,Dunapataj,NA
HU DRE,NA,Dunaremete,NA
HU DUU,NA,Dunaújváros,NA
HU DVE,NA,Dunavecse,NA
HU EBS,NA,Ebes,NA
HU ERC,NA,Ercsi,NA
HU ERD,NA,Erdobenye,NA
HU EST,NA,Esztergom,NA
HU FVS,NA,Ferencvaros,NA
HU OOD,NA,Göd,NA
HU GNY,NA,Gónyú,NA
HU GYO,NA,Gyor,NA
HU HAL,NA,Halásztelek,NA
HU HRT,NA,Harta,NA
HU HYF,NA,Hegyfalu,NA
HU JKZ,NA,Jászárokszállás,NA
HU KCO,NA,Kalocsa,NA
HU KAR,NA,Karcag,NA
HU XEL,NA,Kecel,NA
HU KKU,NA,Kekkut,NA
HU KET,NA,Ketegyhaza,NA
HU KIA,NA,Kisvárda,NA
HU KOM,NA,Komárom,NA
HU KOR,NA,Körmend,NA
HU LAB,NA,Lábatlan,NA
HU LMY,NA,Lágymányos,NA
HU MTY,NA,Mártély,NA
HU MKN,NA,Mecseknádasd,NA
HU MCQ,NA,Miskolc,NA
HU MOH,NA,Mohács,NA
HU NGB,NA,Nagybajom,NA
HU NZA,NA,Nagyrada,NA
HU NSZ,NA,Neszmély,NA
HU PAL,NA,Pálmonostora,NA
HU XXX,NA,RIS Inland waterways,NA
HU RSP,NA,Sárospatak,NA
HU SZE,NA,Szeged,NA
HU SZD,NA,Szentendre,NA
HU PES,NA,Szigetcsép,NA
HU SZM,NA,Szigetszentmiklós,NA
HU TAC,NA,Tác,NA
HU THT,NA,Tahitotfalu,NA
HU TOJ,NA,Tokaj,NA
HU UPS,NA,Újpest,NA
HU VIG,NA,Visegrád,NA
HU ZTK,NA,Zlate Klasy,NA
HU ZSI,NA,Zsira,NA
ID ADB,NA,Adang Bay,NA
ID AKE,NA,Akeselaka,NA
ID AMA,NA,"Amamapare, Ij",NA
ID AMQ,NA,"Ambon, Molucas",NA
ID APN,NA,Ampana,NA
ID AMP,NA,"Ampenan, Bali",NA
ID TZD,NA,Amurang,NA
ID ANG,NA,Angar,NA
ID AGR,NA,Anggrek,NA
ID ANO,NA,Anoa Natuna Pt.,NA
ID ANR,NA,Anyer Kidul,NA
ID AJN,NA,"Arjuna, Java",NA
ID ARB,NA,Aroe Bay,NA
ID AUN,NA,Arun,NA
ID ASI,NA,Asike,NA
ID BGD,NA,Bagendang,NA
ID BPN,NA,Balikpapan,NA
ID BLH,NA,Balohan,NA
ID BAL,NA,Balongan Terminal,NA
ID BGG,NA,Banggai,NA
ID BDJ,NA,Banjarmasin,NA
ID BJU,NA,"Banjuwangi, Java",NA
ID BTN,NA,Banten,NA
ID BTM,NA,Batam Island,NA
ID BUR,NA,Batu Ampar,NA
ID BAK,NA,Batu Kilat,NA
ID BAM,NA,Batuampar,NA
ID BTW,NA,Batulicin,NA
ID BEK,NA,Bekapai Terminal,NA
ID BNT,NA,Belanak Terminal,NA
ID BLW,NA,"Belawan, Sumatra",NA
ID BET,NA,Belida Terminal,NA
ID BLV,NA,Beliling,NA
ID BLT,NA,Belitung,NA
ID BEN,NA,Benete,NA
ID BKS,NA,"Bengkulu, Sumatra",NA
ID BOA,NA,Benoa,NA
ID BIK,NA,"Biak, Irian Jaya",NA
ID BMT,NA,"Bima Terminal, Jv",NA
ID BMU,NA,"Bima, Sb",NA
ID BIR,NA,Biringkassi,NA
ID BIT,NA,"Bitung, Sulawesi",NA
ID BLL,NA,"Blang Lancang, St",NA
ID BLI,NA,"Blinju, Banka",NA
ID BNG,NA,Bonggala,NA
ID BXT,NA,"Bontang, Kl",NA
ID BUA,NA,Bula,NA
ID BUG,NA,"Buleleng, Bali",NA
ID BYQ,NA,Bunyu,NA
ID CSA,NA,Cape Sago,NA
ID CEB,NA,"Celukan Bawang, Bl",NA
ID CER,NA,Cereweh,NA
ID SZA,NA,Cikande,NA
ID CXP,NA,Cilacap (Tjilatjap),NA
ID CBN,NA,Cirebon (Tjeribon),NA
ID CIW,NA,Ciwandan,NA
ID DAS,NA,"Dabo, Singkep Isl",NA
ID DMA,NA,Demta,NA
ID DIV,NA,Diviematra,NA
ID DJA,NA,Djankar,NA
ID DOB,NA,Dobo,NA
ID DOG,NA,Donggi,NA
ID DUM,NA,"Dumai, Sumatra",NA
ID SDA,NA,Durian,NA
ID ELA,NA,Elat,NA
ID EXS,NA,Exspan,NA
ID FKQ,NA,"Fak Fak, Irian Jaya",NA
ID GTS,NA,Gatot Subroto Permai,NA
ID GEE,NA,Gee Island,NA
ID GIL,NA,"Gilimanuk, Bali",NA
ID GTO,NA,"Gorontalo, Sulawesi",NA
ID GRE,NA,"Gresik, Java",NA
ID GNS,NA,"Gunung Sitoli, St",NA
ID INA,NA,Inanwatan,NA
ID IBT,NA,Indonesia Bulk Terminal,NA
ID JBK,NA,Jababeka,NA
ID JBT,NA,Jabung Terminal,NA
ID JPU,NA,Jakarta Pusat,NA
ID UTC,NA,Jakarta UTC1,NA
ID UTE,NA,Jakarta UTC3,NA
ID JKT,NA,"Jakarta, Java",NA
ID DJB,NA,"Jambi, Sumatra",NA
ID JWA,NA,Jawa Timur,NA
ID DJJ,NA,"Jayapura, Irian Jaya",NA
ID JEP,NA,Jepara,NA
ID JIP,NA,Jogja Inland Port,NA
ID JOR,NA,Jorong Anchorage,NA
ID KAH,NA,Kahayan Bay,NA
ID KHY,NA,Kahyangan,NA
ID KNT,NA,Kakap Natuna Terminal,NA
ID KBH,NA,Kalabahi,NA
ID KSO,NA,Kalbut Situbondo,NA
ID KAM,NA,"Kambunong, Celebes",NA
ID KPL,NA,Kampung Laut,NA
ID KRG,NA,Kariangau,NA
ID KAR,NA,"Karosa, Sulawesi",NA
ID KAS,NA,"Kasim, Ij",NA
ID KSE,NA,Kassue,NA
ID KAU,NA,Kau,NA
