"code","uri","label_en","label_fr"
"CI",NA,"Set in a circle","Calé en cercle"
"NS",NA,"Set in N-shape","Calé en forme de N"
"PS",NA,"Set in Pi-shape","Calé en forme de Pi"
"SC",NA,"Set in a semi-circle","Calé en demi-cercle"
"ST",NA,"Set pulled straight","Calé en ligne droite"
"VS",NA,"Set in V-shape","Calé en forme de V"
