"code","uri","label_en","label_fr"
"AB",NA,"Abandonment","Abandon"
"DE",NA,"Deployment","Mise à l'eau"
"LO",NA,"Loss","Perte"
"RE",NA,"Retrieval","Retrait"
"ST",NA,"Stranding","Échouage"
"TR",NA,"Transfer","Transfert"
