"code","uri","label_en","label_fr"
"EM",NA,"Raft covered with ecological materials (Burlap, canvas of sisal, thick fabric, tarpaulin, raffia, canvas claustra, horticultural felt)","Radeau recouvert de matériaux écologiques (jute, toile de sisal, tissu épais, bâche, raphia, couche de toile, feutre horticole)"
"NC",NA,"Raft not covered","Radeau non recouvert"
"NL",NA,"Raft covered using a net with a stretched mesh of less than 7 cm","Radeau recouvert à l’aide d’un filet avec des mailles étirées de moins de 7 cm"
"NM",NA,"Raft covered using a net with a stretched mesh of more than 7 cm","Radeau recouvert à l’aide d’un filet avec des mailles étirées de plus de 7 cm"
