"code","uri","label_en","label_fr"
"CC",NA,"Fish carrying capacity (m3)","Capacité de stockage de poissons (m3)"
"CT",NA,"Fish carrying capacity (t)","Capacité de stockage de poissons (t)"
"GR",NA,"Gross registered tonnage (Oslo IMO Convention)","Tonnage de jauge brute (Convention d'Oslo OMI)"
"GT",NA,"Gross tonnage (London IMO Convention)","Tonnage brut (Convention de Londres OMI)"
"LO",NA,"Length overall (m)","Longueur hors-tout (m)"
