"code","uri","label_en","label_fr"
"BL",NA,"Black","Noir"
"BU",NA,"Blue","Bleu"
"CL",NA,"Clear","Clair"
"GR",NA,"Green","Vert"
"GY",NA,"Grey","Gris"
"MU",NA,"Multi-colour","Multicolore"
"OT",NA,"Other","Autre"
"PK",NA,"Pink","Rose"
"RD",NA,"Red","Rouge"
"WH",NA,"White","Blanc"
