code,uri,label,definition
CCSBT,https://www.ccsbt.org,CCSBT,Commission for the Conservation of Southern Bluefin Tuna
IATTC,https://www.iattc.org,IATTC,Inter-American Tropical Tuna Commission
ICCAT,https://www.iccat.int,ICCAT,International Commission for the Conservation of Atlantic Tunas
IOTC,https://www.iotc.org,IOTC,Indian Ocean Tuna Commission
WCPFC,https://www.wcpfc.int,WCFPC,Western & Central Pacific Fisheries Commission
