"code","uri","label_en","label_fr"
"FD",NA,"School associated with dolphins","Banc associé avec des dauphins"
"FS",NA,"Free-swimming school","Banc libre"
"LA",NA,"School associated with anchored Fish Aaggregating Device","Banc associé à un objet flottant ancré"
"LS",NA,"School associated with a drifting floating object, natural or artificial","Banc associé à un objet flottant dérivant, naturel ou artificiel"
"UNCL",NA,"Unknown","Inconnu"
