"code","uri","label_en","label_fr"
"KG",NA,"Round weight in kilograms","Poids en kilogrammes"
"MT",NA,"Round weight in metric tonnes","Poids rond en tonnes"
"NO",NA,"Number of fish","Nombre de poissons"
