code,uri,label,definition,name_en,name_fr,name_es,name_ar,name_cn,name_ru,isscaap_group_code,taxon_scientific_name,taxon_code,taxon_author,taxon_family,taxon_order
GRK,,,Garra lamta,,,,,,,11,Garra lamta,140014116606,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
GRU,,,Garra mullya,,,,,,,11,Garra mullya,140014116607,(Sykes 1839),CYPRINIDAE,CYPRINIFORMES
GRR,,,Garra rufa,,,,,,,11,Garra rufa,140014116608,(Heckel 1843),CYPRINIDAE,CYPRINIFORMES
GRI,,,Garra tibanica,,,,,,,11,Garra tibanica,140014116609,Trewavas 1941,CYPRINIDAE,CYPRINIFORMES
IRT,,Iran cave barb,Garra typhlops,Iran cave barb,,,,,,11,Garra typhlops,140014116610,(Bruun & Kaiser 1944),CYPRINIDAE,CYPRINIFORMES
TPW,,Iraq blind barb,Garra widdowsoni,Iraq blind barb,,,,,,11,Garra widdowsoni,140014116611,(Trewavas 1955),CYPRINIDAE,CYPRINIFORMES
WSK,,Naked osman,Gymnodiptychus dybowskii,Naked osman,,,,新疆裸重唇鱼,Голый осман,11,Gymnodiptychus dybowskii,140014117001,(Kessler 1874),CYPRINIDAE,CYPRINIFORMES
WYG,,,Gymnodiptychus pachycheilus,,,,,厚唇裸重唇鱼,,11,Gymnodiptychus pachycheilus,140014117002,Herzenstein 1892,CYPRINIDAE,CYPRINIFORMES
LBZ,,,Gymnostomus ariza,,,,,,,11,Gymnostomus ariza,140014117401,(Hamilton 1807),CYPRINIDAE,CYPRINIFORMES
HMD,,,Hampala dispar,,,,,,,11,Hampala dispar,140014117801,Smith 1934,CYPRINIDAE,CYPRINIFORMES
HML,,Hampala barb,Hampala macrolepidota,Hampala barb,,,,,,11,Hampala macrolepidota,140014117802,Kuhl & Van Hasselt 1823,CYPRINIDAE,CYPRINIFORMES
IJM,,,Hampala salweenensis,,,,,,,11,Hampala salweenensis,140014117803,Doi & Taki 1994,CYPRINIDAE,CYPRINIFORMES
HNC,,,Henicorhynchus caudimaculatus,,,,,,,11,Henicorhynchus caudimaculatus,140014118201,(Fowler 1934),CYPRINIDAE,CYPRINIFORMES
HNZ,,Siamese mud carp,Henicorhynchus siamensis,Siamese mud carp,,,,,,11,Henicorhynchus siamensis,140014118202,(Sauvage 1881),CYPRINIDAE,CYPRINIFORMES
HYC,,,Hypselobarbus curmuca,,,,,,,11,Hypselobarbus curmuca,140014118601,(Hamilton 1807),CYPRINIDAE,CYPRINIFORMES
PUJ,,Jerdon's carp,Hypselobarbus jerdoni,Jerdon's carp,,,,,,11,Hypselobarbus jerdoni,140014118602,(Day 1870),CYPRINIDAE,CYPRINIFORMES
HYL,,,Hypsibarbus lagleri,,,,,,,11,Hypsibarbus lagleri,140014119001,Rainboth 1996,CYPRINIDAE,CYPRINIFORMES
YXC,,,Hypsibarbus pierrei,,,,,,,11,Hypsibarbus pierrei,140014119002,(Sauvage 1880),CYPRINIDAE,CYPRINIFORMES
YXE,,,Hypsibarbus wetmorei,,,,,,,11,Hypsibarbus wetmorei,140014119004,(Smith 1931),CYPRINIDAE,CYPRINIFORMES
YHX,,,Hypsibarbus spp,,,,,,,11,Hypsibarbus spp,1400141190XX,,CYPRINIDAE,CYPRINIFORMES
BNE,,,Incisilabeo behri,,,,,贝尔氏野鲮,,11,Incisilabeo behri,140014119401,(Fowler 1937),CYPRINIDAE,CYPRINIFORMES
KAL,,,Kalimantania lawak,,,,,,,11,Kalimantania lawak,140014119801,(Bleeker 1855),CYPRINIDAE,CYPRINIFORMES
LBV,,Rednose labeo,Labeo altivelis,Rednose labeo,,,,,,11,Labeo altivelis,140014120201,Peters 1852,CYPRINIDAE,CYPRINIFORMES
LBG,,,Labeo angra,,,,,,,11,Labeo angra,140014120202,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LBB,,,Labeo bata,,,,,,,11,Labeo bata,140014120203,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LBO,,,Labeo boga,,,,,,,11,Labeo boga,140014120204,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LCB,,Orangefin labeo,Labeo calbasu,Orangefin labeo,Labéo,Labeo,لابِييُو,蓝野鲮,Калбасу,11,Labeo calbasu,140014120205,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LBP,,Orange River mudfish,Labeo capensis,Orange River mudfish,,,,,,11,Labeo capensis,140014120206,(Smith 1841),CYPRINIDAE,CYPRINIFORMES
CTT,,Catla,Labeo catla,Catla,,,,,Катля,11,Labeo catla,140014120207,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
MOH,,Black sharkminnow,Labeo chrysophekadion,Black sharkminnow,,,,黑野鲮,,11,Labeo chrysophekadion,140014120208,(Bleeker 1850),CYPRINIDAE,CYPRINIFORMES
ZYS,,Purple labeo,Labeo congoro,Purple labeo,,,,,,11,Labeo congoro,140014120209,Peters 1852,CYPRINIDAE,CYPRINIFORMES
LBU,,,Labeo coubie,,,,,,,11,Labeo coubie,140014120210,Rüppell 1832,CYPRINIDAE,CYPRINIFORMES
LBY,,Redeye labeo,Labeo cylindricus,Redeye labeo,,,,,,11,Labeo cylindricus,140014120211,Peters 1868,CYPRINIDAE,CYPRINIFORMES
LBM,,,Labeo dussumieri,,,,,,,11,Labeo dussumieri,140014120212,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
LBH,,,Labeo dyocheilus,,,,,,,11,Labeo dyocheilus,140014120213,(McClelland 1839),CYPRINIDAE,CYPRINIFORMES
LBF,,Fringed-lipped peninsula carp,Labeo fimbriatus,Fringed-lipped peninsula carp,,,,,,11,Labeo fimbriatus,140014120214,(Bloch 1795),CYPRINIDAE,CYPRINIFORMES
LBK,,,Labeo forskalii,,,,,,,11,Labeo forskalii,140014120215,Rüppell 1836,CYPRINIDAE,CYPRINIFORMES
LBN,,,Labeo fuelleborni,,,,,,,11,Labeo fuelleborni,140014120216,Hilgendorf & Pappenheim 1903,CYPRINIDAE,CYPRINIFORMES
LBI,,Kuria labeo,Labeo gonius,Kuria labeo,,,,,,11,Labeo gonius,140014120217,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LBQ,,,Labeo horie,,,,,,,11,Labeo horie,140014120218,Heckel 1846-49,CYPRINIDAE,CYPRINIFORMES
LBJ,,,Labeo kontius,,,,,,,11,Labeo kontius,140014120219,(Jerdon 1849),CYPRINIDAE,CYPRINIFORMES
LOM,,,Labeo mesops,,,,,,,11,Labeo mesops,140014120220,Günther 1868,CYPRINIDAE,CYPRINIFORMES
LOI,,,Labeo microphthalmus,,,,,,,11,Labeo microphthalmus,140014120221,Day 1877,CYPRINIDAE,CYPRINIFORMES
LON,,,Labeo nandina,,,,,,,11,Labeo nandina,140014120222,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LOL,,,Labeo niloticus,,,,,,,11,Labeo niloticus,140014120223,(Forsskål 1775),CYPRINIDAE,CYPRINIFORMES
LOH,,,Labeo pangusia,,,,,,,11,Labeo pangusia,140014120224,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LRH,,Roho labeo,Labeo rohita,Roho labeo,Labéo Roho,Labeo Roho,لبيس روهو,南亚野鲮,Роху,11,Labeo rohita,140014120225,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
LOE,,,Labeo rosae,,,,,,,11,Labeo rosae,140014120226,Steindachner 1894,CYPRINIDAE,CYPRINIFORMES
LOD,,,Labeo sindensis,,,,,,,11,Labeo sindensis,140014120227,(Day 1872),CYPRINIDAE,CYPRINIFORMES
EOU,,Moggel,Labeo umbratus,Moggel,,,,,,11,Labeo umbratus,140014120229,(Smith 1841),CYPRINIDAE,CYPRINIFORMES
LOC,,Ningu,Labeo victorianus,Ningu,,,,,,11,Labeo victorianus,140014120230,Boulenger 1901,CYPRINIDAE,CYPRINIFORMES
RHI,,Rhinofishes NEI,Labeo spp,Rhinofishes NEI,Labéos NCA,Labeos NEP,,,,11,Labeo spp,1400141202XX,,CYPRINIDAE,CYPRINIFORMES
BBN,,Smallmouth yellowfish,Labeobarbus aeneus,Smallmouth yellowfish,,,,,,11,Labeobarbus aeneus,140014120601,(Burchell 1822),CYPRINIDAE,CYPRINIFORMES
BBU,,Ripon barbel,Labeobarbus altianalis,Ripon barbel,,,,,,11,Labeobarbus altianalis,140014120602,(Boulenger 1900),CYPRINIDAE,CYPRINIFORMES
VBE,,African scraping feeder,Labeobarbus beso,African scraping feeder,,,,,,11,Labeobarbus beso,140014120603,(Rüppell 1835),CYPRINIDAE,CYPRINIFORMES
BBB,,,Labeobarbus bynni,,,,,,,11,Labeobarbus bynni,140014120604,(Forsskål 1775),CYPRINIDAE,CYPRINIFORMES
BBI,,,Labeobarbus codringtonii,,,,,,,11,Labeobarbus codringtonii,140014120605,(Boulenger 1908),CYPRINIDAE,CYPRINIFORMES
BUJ,,,Labeobarbus johnstonii,,,,,,,11,Labeobarbus johnstonii,140014120606,(Boulenger 1907),CYPRINIDAE,CYPRINIFORMES
BUQ,,Largescale yellowfish,Labeobarbus marequensis,Largescale yellowfish,,,,,,11,Labeobarbus marequensis,140014120607,(Smith 1841),CYPRINIDAE,CYPRINIFORMES
BSO,,,Labeobarbus tropidolepis,,,,,,,11,Labeobarbus tropidolepis,140014120608,(Boulenger 1900),CYPRINIDAE,CYPRINIFORMES
LZQ,,,Labiobarbus fasciatus,,,,,,,11,Labiobarbus fasciatus,140014121001,(Bleeker 1853),CYPRINIDAE,CYPRINIFORMES
LZF,,Signal barb,Labiobarbus festivus,Signal barb,,,,,,11,Labiobarbus festivus,140014121002,(Heckel 1843),CYPRINIDAE,CYPRINIFORMES
LUE,,,Labiobarbus leptocheilus,,,,,,,11,Labiobarbus leptocheilus,140014121003,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
LZW,,,Labiobarbus ocellatus,,,,,,,11,Labiobarbus ocellatus,140014121004,(Heckel 1843),CYPRINIDAE,CYPRINIFORMES
JEG,,,Labiobarbus siamensis,,,,,,,11,Labiobarbus siamensis,140014121005,(Sauvage 1881),CYPRINIDAE,CYPRINIFORMES
LPT,,,Lepidopygopsis typus,,,,,,,11,Lepidopygopsis typus,140014121401,Raj 1941,CYPRINIDAE,CYPRINIFORMES
LCO,,,Lobocheilos bo,,,,,,,11,Lobocheilos bo,140014121801,(Popta 1904),CYPRINIDAE,CYPRINIFORMES
LWD,,,Luciobarbus bocagei,,,Barbo ibérico,,,,11,Luciobarbus bocagei,140014122201,(Steindachner 1864),CYPRINIDAE,CYPRINIFORMES
BBK,,Algerian barb,Luciobarbus callensis,Algerian barb,,,,,,11,Luciobarbus callensis,140014122202,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
WLC,,Bulatmai barbel,Luciobarbus capito,Bulatmai barbel,,,,大鳞鲃,,11,Luciobarbus capito,140014122203,(Güldenstädt 1773),CYPRINIDAE,CYPRINIFORMES
LWK,,,Luciobarbus comizo,,,Barbo comizo,,,,11,Luciobarbus comizo,140014122204,(Steindachner 1864),CYPRINIDAE,CYPRINIFORMES
BUG,,,Luciobarbus graellsii,,,,,,,11,Luciobarbus graellsii,140014122205,(Steindachner 1866),CYPRINIDAE,CYPRINIFORMES
XBE,,Valencia barbel,Luciobarbus guiraonis,Valencia barbel,,Barbo mediterráneo,,,,11,Luciobarbus guiraonis,140014122206,(Steindachner 1866),CYPRINIDAE,CYPRINIFORMES
BUN,,,Luciobarbus longiceps,,,,,,,11,Luciobarbus longiceps,140014122207,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
NWW,,,Luciobarbus microcephalus,,,,,,,11,Luciobarbus microcephalus,140014122208,(Almaça 1967),CYPRINIDAE,CYPRINIFORMES
BSL,,Andalusian barbel,Luciobarbus sclateri,Andalusian barbel,,Barbo andaluz,,,,11,Luciobarbus sclateri,140014122209,(Günther 1868),CYPRINIDAE,CYPRINIFORMES
MKE,,,Mekongina erythrospila,,,,,,,11,Mekongina erythrospila,140014122601,Fowler 1937,CYPRINIDAE,CYPRINIFORMES
MSG,,,Mystacoleucus argenteus,,,,,,,11,Mystacoleucus argenteus,140014123001,(Day 1888),CYPRINIDAE,CYPRINIFORMES
JVJ,,,Mystacoleucus atridorsalis,,,,,,,11,Mystacoleucus atridorsalis,140014123002,Fowler 1937,CYPRINIDAE,CYPRINIFORMES
MJZ,,,Mystacoleucus obtusirostris,,,,,,,11,Mystacoleucus obtusirostris,140014123003,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
MZP,,,Mystacoleucus padangensis,,,,,,,11,Mystacoleucus padangensis,140014123004,(Bleeker 1852),CYPRINIDAE,CYPRINIFORMES
NEI,,,Neolissochilus blanci,,,,,,,11,Neolissochilus blanci,140014123401,(Pellegrin & Fang 1940),CYPRINIDAE,CYPRINIFORMES
ARH,,Copper mahseer,Neolissochilus hexagonolepis,Copper mahseer,,,,墨脱四须魮(小鳞光唇鱼),,11,Neolissochilus hexagonolepis,140014123402,(McClelland 1839),CYPRINIDAE,CYPRINIFORMES
TZS,,,Neolissochilus soro,,,,,,,11,Neolissochilus soro,140014123403,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
QKD,,,Neolissochilus thienemanni,,,,,,,11,Neolissochilus thienemanni,140014123404,(Ahl 1933),CYPRINIDAE,CYPRINIFORMES
ONL,,Taiwan ku fish,Onychostoma alticorpus,Taiwan ku fish,,,,,,11,Onychostoma alticorpus,140014123801,(Oshima 1920),CYPRINIDAE,CYPRINIFORMES
OHC,,,Oreichthys cosuatis,,,,,,,11,Oreichthys cosuatis,140014124201,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
OBL,,Manipur osteobrama,Osteobrama belangeri,Manipur osteobrama,,,,比氏骨鳊,,11,Osteobrama belangeri,140014124601,(Valenciennes 1844),CYPRINIDAE,CYPRINIFORMES
OBC,,,Osteobrama cotio,,,,,,,11,Osteobrama cotio,140014124602,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
OSE,,,Osteochilus melanopleura,,,,,,,11,Osteochilus melanopleura,140014125001,(Bleeker 1852),CYPRINIDAE,CYPRINIFORMES
OSS,,,Osteochilus spilurus,,,,,,,11,Osteochilus spilurus,140014125002,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
FCN,,Nilem carp,Osteochilus vittatus,Nilem carp,,,,,Остиохил Хассельта,11,Osteochilus vittatus,140014125003,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
PHQ,,,Paracrossochilus acerus,,,,,,,11,Paracrossochilus acerus,140014125401,Inger & Chin 1962,CYPRINIDAE,CYPRINIFORMES
PYT,,,Parapsilorhynchus tentaculatus,,,,,,,11,Parapsilorhynchus tentaculatus,140014125801,(Annandale 1919),CYPRINIDAE,CYPRINIFORMES
YKI,,,Percocypris pingi,,,,,鲈鲤,,11,Percocypris pingi,140014126201,(Tchang 1930),CYPRINIDAE,CYPRINIFORMES
PUO,,Rosy barb,Pethia conchonius,Rosy barb,,,,,,11,Pethia conchonius,140014126601,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
PUW,,Ticto barb,Pethia ticto,Ticto barb,,,,,,11,Pethia ticto,140014126602,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
PTD,,,Poropuntius deauratus,,,,,,,11,Poropuntius deauratus,140014127001,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
QVK,,,Poropuntius tawarensis,,,,,,,11,Poropuntius tawarensis,140014127002,(Weber & de Beaufort 1916),CYPRINIDAE,CYPRINIFORMES
PRJ,,Isok barb,Probarbus jullieni,Isok barb,,,,,Карп Джульена (=пробарбус),11,Probarbus jullieni,140014127401,Sauvage 1880,CYPRINIDAE,CYPRINIFORMES
PCE,,,Procypris mera,,,,,,,11,Procypris mera,140014127801,Lin 1933,CYPRINIDAE,CYPRINIFORMES
QPQ,,Rock carp,Procypris rabaudi,Rock carp,,,,岩原鲤,,11,Procypris rabaudi,140014127802,(Tchang 1930),CYPRINIDAE,CYPRINIFORMES
PBB,,,Prolabeo batesi,,,,,,,11,Prolabeo batesi,140014128201,Norman 1932,CYPRINIDAE,CYPRINIFORMES
PBM,,,Prolabeops melanhypopterus,,,,,,,11,Prolabeops melanhypopterus,140014128601,(Pellegrin 1928),CYPRINIDAE,CYPRINIFORMES
PDS,,Smallscale redfin,Pseudobarbus asper,Smallscale redfin,,,,,,11,Pseudobarbus asper,140014129001,(Boulenger 1911),CYPRINIDAE,CYPRINIFORMES
PTJ,,,Ptychidio jordani,,,,,,,11,Ptychidio jordani,140014129401,Myers 1930,CYPRINIDAE,CYPRINIFORMES
PTO,,,Ptychobarbus conirostris,,,,,,,11,Ptychobarbus conirostris,140014129801,Steindachner 1866,CYPRINIDAE,CYPRINIFORMES
QNT,,,Puntigrus partipentazona,,,,,,,11,Puntigrus partipentazona,140014130201,(Fowler 1934),CYPRINIDAE,CYPRINIFORMES
PUT,,Sumatra barb,Puntigrus tetrazona,Sumatra barb,,,,,,11,Puntigrus tetrazona,140014130202,(Bleeker 1855),CYPRINIDAE,CYPRINIFORMES
PUQ,,,Puntioplites bulu,,,,,,,11,Puntioplites bulu,140014130601,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
WPP,,,Puntioplites proctozysron,,,,,,,11,Puntioplites proctozysron,140014130602,(Bleeker 1864),CYPRINIDAE,CYPRINIFORMES
WPU,,,Puntioplites waandersi,,,,,,,11,Puntioplites waandersi,140014130603,(Bleeker 1858-59),CYPRINIDAE,CYPRINIFORMES
PUH,,,Puntius amphibius,,,,,,,11,Puntius amphibius,140014131001,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
SMB,,,Puntius brevis,,,,,,,11,Puntius brevis,140014131002,(Bleeker 1849),CYPRINIDAE,CYPRINIFORMES
FQP,,Puntio barb,Puntius puntio,Puntio barb,,,,,,11,Puntius puntio,140014131003,Hamilton 1822,CYPRINIDAE,CYPRINIFORMES
PUR,,Pool barb,Puntius sophore,Pool barb,,,,,,11,Puntius sophore,140014131004,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
FAB,,Asian barbs NEI,Puntius spp,Asian barbs NEI,Barbeaux d'Asie NCA,Barbos de Asia NEP,,,Пунтиусы,11,Puntius spp,1400141310XX,,CYPRINIDAE,CYPRINIFORMES
REH,,,Rectoris posehensis,,,,,,,11,Rectoris posehensis,140014131401,Lin 1935,CYPRINIDAE,CYPRINIFORMES
ROG,,Vatani rohtee,Rohtee ogilbii,Vatani rohtee,,,,,,11,Rohtee ogilbii,140014131801,Sykes 1839,CYPRINIDAE,CYPRINIFORMES
ROI,,,Rohteichthys microlepis,,,,,,,11,Rohteichthys microlepis,140014132201,(Bleeker 1851),CYPRINIDAE,CYPRINIFORMES
SNV,,,Sanagia velifera,,,,,,,11,Sanagia velifera,140014132601,Holly 1926,CYPRINIDAE,CYPRINIFORMES
SWE,,,Sawbwa resplendens,,,,,,,11,Sawbwa resplendens,140014133001,Annandale 1918,CYPRINIDAE,CYPRINIFORMES
SGB,,,Scaphognathops bandanensis,,,,,,,11,Scaphognathops bandanensis,140014133401,Boonyaratpalin & Srirungroj 1971,CYPRINIDAE,CYPRINIFORMES
SRT,,,Schismatorhynchos heterorhynchos,,,,,,,11,Schismatorhynchos heterorhynchos,140014133801,(Bleeker 1853),CYPRINIDAE,CYPRINIFORMES
SZB,,,Schizocypris brucei,,,,,,,11,Schizocypris brucei,140014134201,Regan 1914,CYPRINIDAE,CYPRINIFORMES
SZU,,Sattar snowtrout,Schizopyge curvifrons,Sattar snowtrout,,,,,Маринка обыкновенная,11,Schizopyge curvifrons,140014134601,(Heckel 1838),CYPRINIDAE,CYPRINIFORMES
PLX,,,Schizopygopsis extrema,,,,,,,11,Schizopygopsis extrema,140014135001,(Herzenstein 1891),CYPRINIDAE,CYPRINIFORMES
SZP,,,Schizopygopsis pylzovi,,,,,,,11,Schizopygopsis pylzovi,140014135002,Kessler 1876,CYPRINIDAE,CYPRINIFORMES
GYW,,,Schizopygopsis stolickai,,,,,,,11,Schizopygopsis stolickai,140014135003,Steindachner 1866,CYPRINIDAE,CYPRINIFORMES
QEB,,,Schizothorax cryptolepis,,,,,隐鳞裂腹鱼,,11,Schizothorax cryptolepis,140014135401,Fu & Ye 1984,CYPRINIDAE,CYPRINIFORMES
QEA,,,Schizothorax davidi,,,,,重口裂腹鱼,,11,Schizothorax davidi,140014135402,(Sauvage 1880),CYPRINIDAE,CYPRINIFORMES
SZE,,,Schizothorax esocinus,,,,,,,11,Schizothorax esocinus,140014135403,Heckel 1838,CYPRINIDAE,CYPRINIFORMES
QER,,Blunt- nosed snowtrout,Schizothorax molesworthi,Blunt- nosed snowtrout,,,,墨脱裂腹鱼,,11,Schizothorax molesworthi,140014135404,(Chaudhuri 1913),CYPRINIDAE,CYPRINIFORMES
QET,,,Schizothorax plagiostomus,,,,,横口裂腹鱼,,11,Schizothorax plagiostomus,140014135405,Heckel 1838,CYPRINIDAE,CYPRINIFORMES
QEC,,,Schizothorax prenanti,,,,,齐口裂腹鱼,,11,Schizothorax prenanti,140014135406,(Tchang 1930),CYPRINIDAE,CYPRINIFORMES
QES,,Dinnawah snowtrout,Schizothorax progastus,Dinnawah snowtrout,,,,前裂腹鱼,,11,Schizothorax progastus,140014135407,(McClelland 1839),CYPRINIDAE,CYPRINIFORMES
SZR,,Common snowtrout,Schizothorax richardsonii,Common snowtrout,,,,,,11,Schizothorax richardsonii,140014135408,(Gray 1832),CYPRINIDAE,CYPRINIFORMES
ZAQ,,,Schizothorax taliensis,,,,,大理裂腹鱼,,11,Schizothorax taliensis,140014135410,Regan 1907,CYPRINIDAE,CYPRINIFORMES
SWZ,,,Schizothorax yunnanensis,,,,,云南裂腹鱼,,11,Schizothorax yunnanensis,140014135411,Norman 1923,CYPRINIDAE,CYPRINIFORMES
QEZ,,Snowtrouts NEI,Schizothorax spp,Snowtrouts NEI,,,,,,11,Schizothorax spp,1400141354XX,,CYPRINIDAE,CYPRINIFORMES
SMN,,,Semilabeo notabilis,,,,,,,11,Semilabeo notabilis,140014135801,Peters 1881,CYPRINIDAE,CYPRINIFORMES
SKG,,,Sikukia gudgeri,,,,,,,11,Sikukia gudgeri,140014136201,(Smith 1934),CYPRINIDAE,CYPRINIFORMES
SNT,,,Sinocyclocheilus anatirostris,,,,,,,11,Sinocyclocheilus anatirostris,140014136601,Lin & Luo 1986,CYPRINIDAE,CYPRINIFORMES
YGH,,Golden-line barbel,Sinocyclocheilus grahami,Golden-line barbel,,,,滇池金线鲃,,11,Sinocyclocheilus grahami,140014136602,(Regan 1904),CYPRINIDAE,CYPRINIFORMES
SBD,,,Spinibarbichthys denticulatus,,,,,,,11,Spinibarbichthys denticulatus,140014137001,Oshima 1926,CYPRINIDAE,CYPRINIFORMES
WSS,,,Spinibarbus sinensis,,,,,中华倒刺鲃,,11,Spinibarbus sinensis,140014137401,(Bleeker 1871),CYPRINIDAE,CYPRINIFORMES
FZP,,Spanner barb,Striuntius lateristriga,Spanner barb,,,,,,11,Striuntius lateristriga,140014137801,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
PUD,,,Systomus orphoides,,,,,,,11,Systomus orphoides,140014138201,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
PUS,,Olive barb,Systomus sarana,Olive barb,,,,,Барбус краснощекий,11,Systomus sarana,140014138202,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
ILA,,,Tariqilabeo latius,,,,,,,11,Tariqilabeo latius,140014138601,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
TYD,,,Thynnichthys sandkhol,,,,,,,11,Thynnichthys sandkhol,140014139001,(Sykes 1839),CYPRINIDAE,CYPRINIFORMES
TYT,,,Thynnichthys thynnoides,,,,,,,11,Thynnichthys thynnoides,140014139002,(Bleeker 1852),CYPRINIDAE,CYPRINIFORMES
TWY,,,Thynnichthys vaillanti,,,,,,,11,Thynnichthys vaillanti,140014139003,Weber & de Beaufort 1916,CYPRINIDAE,CYPRINIFORMES
TOK,,,Tor khudree,,,,,,,11,Tor khudree,140014139401,(Sykes 1839),CYPRINIDAE,CYPRINIFORMES
PTP,,Putitor mahseer,Tor putitora,Putitor mahseer,,,,,,11,Tor putitora,140014139402,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
TZD,,Semah mahseer,Tor tambra,Semah mahseer,,,,大鳞结鱼,Махсир,11,Tor tambra,140014139403,(Valenciennes 1842),CYPRINIDAE,CYPRINIFORMES
TOB,,Thai mahseer,Tor tambroides,Thai mahseer,,,,似野结鱼,,11,Tor tambroides,140014139404,(Bleeker 1854),CYPRINIDAE,CYPRINIFORMES
PTT,,Tor barb,Tor tor,Tor barb,Barbeau tor,Barbo tor,,结鱼,,11,Tor tor,140014139405,(Hamilton 1822),CYPRINIDAE,CYPRINIFORMES
TPN,,,Typhlobarbus nudiventris,,,,,,,11,Typhlobarbus nudiventris,140014139801,Chu & Chen 1982,CYPRINIDAE,CYPRINIFORMES
XEL,,,Xenobarbus loveridgei,,,,,,,11,Xenobarbus loveridgei,140014140201,Norman 1923,CYPRINIDAE,CYPRINIFORMES
FCY,,Cyprinids NEI,Cyprinidae,Cyprinids NEI,Cyprinidés NCA,Ciprínidos NEP,,,Карповые,11,Cyprinidae,1400141XXXXX,,CYPRINIDAE,CYPRINIFORMES
TXG,,,Sundadanio axelrodi,,,,,,,11,Sundadanio axelrodi,140015101001,(Brittan 1976),SUNDADANIONIDAE,CYPRINIFORMES
ABL,,Attentive carplet,Amblypharyngodon melettinus,Attentive carplet,,,,,,11,Amblypharyngodon melettinus,140016101001,(Valenciennes 1844),DANIONIDAE,CYPRINIFORMES
ABC,,,Amblypharyngodon microlepis,,,,,,,11,Amblypharyngodon microlepis,140016101002,(Bleeker 1853),DANIONIDAE,CYPRINIFORMES
ABO,,Mola carplet,Amblypharyngodon mola,Mola carplet,,,,磨齿钝齿鱼,,11,Amblypharyngodon mola,140016101003,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
BRL,,,Barilius barila,,,,,,,11,Barilius barila,140016101401,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
BRV,,,Barilius vagra,,,,,,,11,Barilius vagra,140016101402,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
RSG,,,Bengala elanga,,,,,,,11,Bengala elanga,140016101801,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
BOI,,,Boraras brigittae,,,,,,,11,Boraras brigittae,140016102201,(Vogt 1978),DANIONIDAE,CYPRINIFORMES
ASJ,,,Cabdio jaya,,,,,,,11,Cabdio jaya,140016102601,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
ARR,,,Cabdio morar,,,,,,,11,Cabdio morar,140016102602,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
HEU,,,Chela cachius,,,,,,,11,Chela cachius,140016103001,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
HEY,,,Chelaethiops bibie,,,,,,,11,Chelaethiops bibie,140016103401,(Joannis 1835),DANIONIDAE,CYPRINIFORMES
DAD,,,Danio dangila,,,,,,,11,Danio dangila,140016103801,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
MCY,,,Danio erythromicron,,,,,,,11,Danio erythromicron,140016103802,(Annandale 1918),DANIONIDAE,CYPRINIFORMES
DAI,,Zebra danio,Danio rerio,Zebra danio,,,,,,11,Danio rerio,140016103803,(Hamilton 1822),DANIONIDAE,CYPRINIFORMES
DAT,,,Danionella translucida,,,,,,,11,Danionella translucida,140016104201,Roberts 1986,DANIONIDAE,CYPRINIFORMES
BDA,,,Devario acuticephala,,,,,,,11,Devario acuticephala,140016104601,(Hora 1921),DANIONIDAE,CYPRINIFORMES
