code,uri,label,definition
5103162,NA,5103162,NA
5103163,NA,5103163,NA
5103164,NA,5103164,NA
5103165,NA,5103165,NA
5103166,NA,5103166,NA
5103167,NA,5103167,NA
5103168,NA,5103168,NA
5103169,NA,5103169,NA
5103170,NA,5103170,NA
5103171,NA,5103171,NA
5103172,NA,5103172,NA
5103173,NA,5103173,NA
5103174,NA,5103174,NA
5103175,NA,5103175,NA
5103176,NA,5103176,NA
5103177,NA,5103177,NA
5103178,NA,5103178,NA
5103179,NA,5103179,NA
5104000,NA,5104000,NA
5104001,NA,5104001,NA
5104002,NA,5104002,NA
5104003,NA,5104003,NA
5104004,NA,5104004,NA
5104005,NA,5104005,NA
5104006,NA,5104006,NA
5104007,NA,5104007,NA
5104008,NA,5104008,NA
5104009,NA,5104009,NA
5104010,NA,5104010,NA
5104011,NA,5104011,NA
5104012,NA,5104012,NA
5104013,NA,5104013,NA
5104014,NA,5104014,NA
5104015,NA,5104015,NA
5104016,NA,5104016,NA
5104017,NA,5104017,NA
5104018,NA,5104018,NA
5104019,NA,5104019,NA
5104020,NA,5104020,NA
5104021,NA,5104021,NA
5104022,NA,5104022,NA
5104023,NA,5104023,NA
5104024,NA,5104024,NA
5104025,NA,5104025,NA
5104026,NA,5104026,NA
5104027,NA,5104027,NA
5104028,NA,5104028,NA
5104029,NA,5104029,NA
5104030,NA,5104030,NA
5104031,NA,5104031,NA
5104032,NA,5104032,NA
5104033,NA,5104033,NA
5104034,NA,5104034,NA
5104035,NA,5104035,NA
5104036,NA,5104036,NA
5104037,NA,5104037,NA
5104038,NA,5104038,NA
5104039,NA,5104039,NA
5104040,NA,5104040,NA
5104041,NA,5104041,NA
5104042,NA,5104042,NA
5104043,NA,5104043,NA
5104044,NA,5104044,NA
5104045,NA,5104045,NA
5104046,NA,5104046,NA
5104047,NA,5104047,NA
5104048,NA,5104048,NA
5104049,NA,5104049,NA
5104050,NA,5104050,NA
5104051,NA,5104051,NA
5104052,NA,5104052,NA
5104053,NA,5104053,NA
5104054,NA,5104054,NA
5104055,NA,5104055,NA
5104056,NA,5104056,NA
5104057,NA,5104057,NA
5104058,NA,5104058,NA
5104059,NA,5104059,NA
5104060,NA,5104060,NA
5104061,NA,5104061,NA
5104062,NA,5104062,NA
5104063,NA,5104063,NA
5104064,NA,5104064,NA
5104065,NA,5104065,NA
5104066,NA,5104066,NA
5104067,NA,5104067,NA
5104068,NA,5104068,NA
5104069,NA,5104069,NA
5104070,NA,5104070,NA
5104071,NA,5104071,NA
5104072,NA,5104072,NA
5104073,NA,5104073,NA
5104074,NA,5104074,NA
5104075,NA,5104075,NA
5104076,NA,5104076,NA
5104077,NA,5104077,NA
5104078,NA,5104078,NA
5104079,NA,5104079,NA
5104080,NA,5104080,NA
5104081,NA,5104081,NA
5104082,NA,5104082,NA
5104083,NA,5104083,NA
5104084,NA,5104084,NA
5104085,NA,5104085,NA
5104086,NA,5104086,NA
5104087,NA,5104087,NA
5104088,NA,5104088,NA
5104089,NA,5104089,NA
5104090,NA,5104090,NA
5104091,NA,5104091,NA
5104092,NA,5104092,NA
5104093,NA,5104093,NA
5104094,NA,5104094,NA
5104095,NA,5104095,NA
5104096,NA,5104096,NA
5104097,NA,5104097,NA
5104098,NA,5104098,NA
5104099,NA,5104099,NA
5104100,NA,5104100,NA
5104101,NA,5104101,NA
5104102,NA,5104102,NA
5104103,NA,5104103,NA
5104104,NA,5104104,NA
5104105,NA,5104105,NA
5104106,NA,5104106,NA
5104107,NA,5104107,NA
5104108,NA,5104108,NA
5104109,NA,5104109,NA
5104110,NA,5104110,NA
5104111,NA,5104111,NA
5104112,NA,5104112,NA
5104113,NA,5104113,NA
5104114,NA,5104114,NA
5104115,NA,5104115,NA
5104116,NA,5104116,NA
5104117,NA,5104117,NA
5104118,NA,5104118,NA
5104119,NA,5104119,NA
5104120,NA,5104120,NA
5104121,NA,5104121,NA
5104122,NA,5104122,NA
5104123,NA,5104123,NA
5104124,NA,5104124,NA
5104125,NA,5104125,NA
5104126,NA,5104126,NA
5104127,NA,5104127,NA
5104128,NA,5104128,NA
5104129,NA,5104129,NA
5104130,NA,5104130,NA
5104131,NA,5104131,NA
5104132,NA,5104132,NA
5104133,NA,5104133,NA
5104134,NA,5104134,NA
5104135,NA,5104135,NA
5104136,NA,5104136,NA
5104137,NA,5104137,NA
5104138,NA,5104138,NA
5104139,NA,5104139,NA
5104140,NA,5104140,NA
5104141,NA,5104141,NA
5104142,NA,5104142,NA
