"code","uri","label_en","label_fr"
"BO",NA,"Fishing boat","Bateau de pêche"
"MK",NA,"Fish market / auction hall","Marché au poisson / criée"
"PR",NA,"Fish processing plant","Usine de transformation de poisson"
"ST",NA,"Retail store","Magasin de détail"
