"code","uri","label","definition","label_en","label_es","label_fr","label_ru","label_cn","official_name_ar","official_name_en","official_name_es","official_name_fr","official_name_ru","official_name_cn","official_name_ar.1","char12_code","un_code"
"TLS",NA,"Timor-Leste",NA,"Timor-Leste","Timor-Leste","Timor-Leste","<U+0422><U+0438><U+043C><U+043E><U+0440>-<U+041B><U+0435><U+0448><U+0442><U+0438>","<U+4E1C><U+5E1D><U+6C76>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062A><U+064A><U+0645><U+0648><U+0631> - <U+0644><U+064A><U+0634><U+062A><U+064A> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0651><U+0629>","the Democratic Republic of Timor-Leste","la República Democrática de Timor-Leste","la République démocratique du Timor-Leste","<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0422><U+0438><U+043C><U+043E><U+0440>-<U+041B><U+0435><U+0448><U+0442><U+0438>","<U+4E1C><U+5E1D><U+6C76><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+062A><U+064A><U+0645><U+0648><U+0631> - <U+0644><U+064A><U+0634><U+062A><U+064A>","Timor-Leste","626"
"PRI",NA,"Puerto Rico",NA,"Puerto Rico","Puerto Rico","Porto Rico","<U+041F><U+0443><U+044D><U+0440><U+0442><U+043E>-<U+0420><U+0438><U+043A><U+043E>","<U+6CE2><U+591A><U+9ECE><U+5404>","<U+0643><U+0648><U+0645><U+0646><U+0648><U+0644><U+062B> <U+0628><U+0648><U+0631><U+062A><U+0648><U+0631><U+064A><U+0643><U+0648>","the Commonwealth of Puerto Rico","el Estado Libre Asociado de Puerto Rico","l'État libre associé de Porto Rico","<U+0421><U+043E><U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> <U+041F><U+0443><U+044D><U+0440><U+0442><U+043E>-<U+0420><U+0438><U+043A><U+043E>","<U+6CE2><U+591A><U+9ECE><U+5404><U+81EA><U+7531><U+8054><U+90A6>","<U+0628><U+0648><U+0631><U+062A><U+0648><U+0631><U+064A><U+0643><U+0648>","Puerto Rico","630"
"ERI",NA,"Eritrea",NA,"Eritrea","Eritrea","Érythrée","<U+042D><U+0440><U+0438><U+0442><U+0440><U+0435><U+044F>","<U+5384><U+7ACB><U+7279><U+91CC><U+4E9A>","<U+062F><U+0648><U+0644><U+0629> <U+0625><U+0631><U+064A><U+062A><U+0631><U+064A><U+0627>","the State of Eritrea","el Estado de Eritrea","l'État d'Érythrée","<U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+043E> <U+042D><U+0440><U+0438><U+0442><U+0440><U+0435><U+044F>","<U+5384><U+7ACB><U+7279><U+91CC><U+4E9A><U+56FD>","<U+0625><U+0631><U+064A><U+062A><U+0631><U+064A><U+0627>","Eritrea","232"
"QAT",NA,"Qatar",NA,"Qatar","Qatar","Qatar","<U+041A><U+0430><U+0442><U+0430><U+0440>","<U+5361><U+5854><U+5C14>","<U+062F><U+0648><U+0644><U+0629> <U+0642><U+0637><U+0631>","the State of Qatar","el Estado de Qatar","l'État du Qatar","<U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+043E> <U+041A><U+0430><U+0442><U+0430><U+0440>","<U+5361><U+5854><U+5C14><U+56FD>","<U+0642><U+0637><U+0631>","Qatar","634"
"PLW",NA,"Palau",NA,"Palau","Palau","Palaos","<U+041F><U+0430><U+043B><U+0430><U+0443>","<U+5E15><U+52B3>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0628><U+0627><U+0644><U+0627><U+0648>","the Republic of Palau","la República de Palau","la République des Palaos","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041F><U+0430><U+043B><U+0430><U+0443>","<U+5E15><U+52B3><U+5171><U+548C><U+56FD>","<U+0628><U+0627><U+0644><U+0627><U+0648>","Palau","585"
"ZWE",NA,"Zimbabwe",NA,"Zimbabwe","Zimbabwe","Zimbabwe","<U+0417><U+0438><U+043C><U+0431><U+0430><U+0431><U+0432><U+0435>","<U+6D25><U+5DF4><U+5E03><U+97E6>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0632><U+0645><U+0628><U+0627><U+0628><U+0648><U+064A>","the Republic of Zimbabwe","la República de Zimbabwe","la République du Zimbabwe","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0417><U+0438><U+043C><U+0431><U+0430><U+0431><U+0432><U+0435>","<U+6D25><U+5DF4><U+5E03><U+97E6><U+5171><U+548C><U+56FD>","<U+0632><U+0645><U+0628><U+0627><U+0628><U+0648><U+064A>","Zimbabwe","716"
"REU",NA,"Réunion",NA,"Réunion","Reunión","Réunion","<U+0420><U+0435><U+044E><U+043D><U+044C><U+043E><U+043D>","<U+7559><U+5C3C><U+6C6A>","<U+0631><U+064A><U+064A><U+0648><U+0646><U+064A><U+0648><U+0646>","Réunion","Reunión","la Réunion","<U+0420><U+0435><U+044E><U+043D><U+044C><U+043E><U+043D>","<U+7559><U+5C3C><U+6C6A>","<U+0631><U+064A><U+064A><U+0648><U+0646><U+064A><U+0648><U+0646>","Réunion","638"
"ROU",NA,"Romania",NA,"Romania","Rumania","Roumanie","<U+0420><U+0443><U+043C><U+044B><U+043D><U+0438><U+044F>","<U+7F57><U+9A6C><U+5C3C><U+4E9A>","<U+0631><U+0648><U+0645><U+0627><U+0646><U+064A><U+0627>","Romania","Rumania","la Roumanie","<U+0420><U+0443><U+043C><U+044B><U+043D><U+0438><U+044F>","<U+7F57><U+9A6C><U+5C3C><U+4E9A>","<U+0631><U+0648><U+0645><U+0627><U+0646><U+064A><U+0627>","Romania","642"
"RWA",NA,"Rwanda",NA,"Rwanda","Rwanda","Rwanda","<U+0420><U+0443><U+0430><U+043D><U+0434><U+0430>","<U+5362><U+65FA><U+8FBE>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0631><U+0648><U+0627><U+0646><U+062F><U+0627>","the Republic of Rwanda","la República de Rwanda","la République du Rwanda","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0420><U+0443><U+0430><U+043D><U+0434><U+0430>","<U+5362><U+65FA><U+8FBE><U+5171><U+548C><U+56FD>","<U+0631><U+0648><U+0627><U+0646><U+062F><U+0627>","Rwanda","646"
"RUS",NA,"Russian Federation",NA,"Russian Federation","Federación de Rusia","Fédération de Russie","<U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+0430><U+044F> <U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0446><U+0438><U+044F>","<U+4FC4><U+7F57><U+65AF><U+8054><U+90A6>","<U+0627><U+0644><U+0627><U+062A><U+062D><U+0627><U+062F> <U+0627><U+0644><U+0631><U+0648><U+0633><U+064A>","the Russian Federation","la Federación de Rusia","la Fédération de Russie","<U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+0430><U+044F> <U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0446><U+0438><U+044F>","<U+4FC4><U+7F57><U+65AF><U+8054><U+90A6>","<U+0627><U+0644><U+0627><U+062A><U+062D><U+0627><U+062F> <U+0627><U+0644><U+0631><U+0648><U+0633><U+064A>","Russian Fed","643"
"SCG",NA,"Serbia and Montenegro",NA,"Serbia and Montenegro","Serbia y Montenegro","Serbie-et-Monténégro",NA,NA,NA,"Serbia and Montenegro","Serbia y Montenegro","Serbie-et-Monténégro",NA,NA,NA,"Serbia-Monte","891"
"SHN",NA,"Saint Helena/Asc./Trist.",NA,"Saint Helena/Asc./Trist.","Santa Elena/Asc./Trist.","Sainte-Hélène/Asc./Tris.","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0412><U+043E><U+0437><U+043D><U+0435><U+0441><U+0435><U+043D><U+0438><U+044F>, <U+0421><U+0432><U+044F><U+0442><U+043E><U+0439> <U+0415><U+043B><U+0435><U+043D><U+044B> <U+0438> <U+0422><U+0440><U+0438><U+0441><U+0442><U+0430><U+043D>-<U+0434><U+0430>-<U+041A><U+0443><U+043D><U+044C><U+044F>","<U+963F><U+68EE><U+677E><U+3001><U+5723><U+8D6B><U+52D2><U+62FF><U+548C><U+7279><U+2FA5><U+65AF><U+5766>-<U+8FBE><U+5E93><U+5C3C><U+4E9A>","<U+0633><U+0627><U+0646><U+062A> <U+0647><U+064A><U+0644><U+0627><U+0646><U+0629> <U+0648><U+0623><U+0633><U+0646><U+0633><U+064A><U+0648><U+0646> <U+0648><U+062A><U+0631><U+064A><U+0633><U+062A><U+0627><U+0646> <U+062F><U+0627> <U+0643><U+0648><U+0646><U+0627>","Ascension, Saint Helena and Tristan da Cunha","Ascensión, Santa Elena y Tristán de Acuña","Ascension, Sainte-Hélène et Tristan da Cunha","<U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430> <U+0412><U+043E><U+0437><U+043D><U+0435><U+0441><U+0435><U+043D><U+0438><U+044F>, <U+0421><U+0432><U+044F><U+0442><U+043E><U+0439> <U+0415><U+043B><U+0435><U+043D><U+044B> <U+0438> <U+0422><U+0440><U+0438><U+0441><U+0442><U+0430><U+043D>-<U+0434><U+0430>-<U+041A><U+0443><U+043D><U+044C><U+044F>","<U+963F><U+68EE><U+677E><U+3001><U+5723><U+8D6B><U+52D2><U+62FF><U+548C><U+7279><U+2FA5><U+65AF><U+5766>-<U+8FBE><U+5E93><U+5C3C><U+4E9A>","<U+0633><U+0627><U+0646><U+062A> <U+0647><U+064A><U+0644><U+0627><U+0646><U+0629> <U+0648><U+0623><U+0633><U+0646><U+0633><U+064A><U+0648><U+0646> <U+0648><U+062A><U+0631><U+064A><U+0633><U+062A><U+0627><U+0646> <U+062F><U+0627> <U+0643><U+0648><U+0646><U+0627>","St Helena","654"
"KNA",NA,"Saint Kitts and Nevis",NA,"Saint Kitts and Nevis","Saint Kitts y Nevis","Saint-Kitts-et-Nevis","<U+0421><U+0435><U+043D><U+0442>-<U+041A><U+0438><U+0442><U+0441> <U+0438> <U+041D><U+0435><U+0432><U+0438><U+0441>","<U+5723><U+5723><U+57FA><U+8328><U+548C><U+5C3C><U+7EF4><U+65AF>","<U+0633><U+0627><U+0646><U+062A> <U+0643><U+064A><U+062A><U+0633> <U+0648><U+0646><U+064A><U+0641><U+064A><U+0633>","Saint Kitts and Nevis","Saint Kitts y Nevis","Saint-Kitts-et-Nevis","<U+0421><U+0435><U+043D><U+0442>-<U+041A><U+0438><U+0442><U+0441> <U+0438> <U+041D><U+0435><U+0432><U+0438><U+0441>","<U+5723><U+57FA><U+8328><U+548C><U+5C3C><U+7EF4><U+65AF>","<U+0633><U+0627><U+0646><U+062A> <U+0643><U+064A><U+062A><U+0633> <U+0648><U+0646><U+064A><U+0641><U+064A><U+0633>","St Kitts Nev","659"
"LCA",NA,"Saint Lucia",NA,"Saint Lucia","Santa Lucía","Sainte-Lucie","<U+0421><U+0435><U+043D><U+0442>-<U+041B><U+044E><U+0441><U+0438><U+044F>","<U+5723><U+5362><U+897F><U+4E9A>","<U+0633><U+0627><U+0646><U+062A> <U+0644><U+0648><U+0633><U+064A><U+0627>","Saint Lucia","Santa Lucía","Sainte-Lucie","<U+0421><U+0435><U+043D><U+0442>-<U+041B><U+044E><U+0441><U+0438><U+044F>","<U+5723><U+5362><U+897F><U+4E9A>","<U+0633><U+0627><U+0646><U+062A> <U+0644><U+0648><U+0633><U+064A><U+0627>","St Lucia","662"
"SPM",NA,"St. Pierre and Miquelon",NA,"St. Pierre and Miquelon","San Pedro y Miquelón","Saint-Pierre-et-Miquelon","<U+0421><U+0435><U+043D>-<U+041F><U+044C><U+0435><U+0440> <U+0438> <U+041C><U+0438><U+043A><U+0435><U+043B><U+043E><U+043D>","<U+5723><U+76AE><U+57C3><U+5C14><U+548C><U+5BC6><U+514B><U+9686>","<U+0633><U+0627><U+0646> <U+0628><U+064A><U+064A><U+0631> <U+0648><U+0645><U+064A><U+0643><U+0644><U+0648><U+0646>","Saint Pierre and Miquelon","San Pedro y Miquelón","Saint-Pierre-et-Miquelon","<U+0421><U+0435><U+043D>-<U+041F><U+044C><U+0435><U+0440> <U+0438> <U+041C><U+0438><U+043A><U+0435><U+043B><U+043E><U+043D>","<U+5723><U+76AE><U+57C3><U+5C14><U+548C><U+5BC6><U+514B><U+9686>","<U+0633><U+0627><U+0646> <U+0628><U+064A><U+064A><U+0631> <U+0648><U+0645><U+064A><U+0643><U+0644><U+0648><U+0646>","St Pier Mq","666"
"VCT",NA,"Saint Vincent/Grenadines",NA,"Saint Vincent/Grenadines","San Vicente/Grenadinas","Saint-Vincent/Grenadines","<U+0421><U+0435><U+043D><U+0442>-<U+0412><U+0438><U+043D><U+0441><U+0435><U+043D><U+0442> <U+0438> <U+0413><U+0440><U+0435><U+043D><U+0430><U+0434><U+0438><U+043D><U+044B>","<U+5723><U+6587><U+68EE><U+7279><U+548C><U+683C><U+6797><U+7EB3><U+4E01><U+65AF>","<U+0633><U+0627><U+0646><U+062A> <U+0641><U+0646><U+0633><U+0646><U+062A> <U+0648><U+062C><U+0632><U+0631> <U+063A><U+0631><U+064A><U+0646><U+0627><U+062F><U+064A><U+0646>","Saint Vincent and the Grenadines","San Vicente y las Granadinas","Saint-Vincent-et-les Grenadines","<U+0421><U+0435><U+043D><U+0442>-<U+0412><U+0438><U+043D><U+0441><U+0435><U+043D><U+0442> <U+0438> <U+0413><U+0440><U+0435><U+043D><U+0430><U+0434><U+0438><U+043D><U+044B>","<U+5723><U+6587><U+68EE><U+7279><U+548C><U+683C><U+6797><U+7EB3><U+4E01><U+65AF>","<U+0633><U+0627><U+0646><U+062A> <U+0641><U+0646><U+0633><U+0646><U+062A> <U+0648><U+062C><U+0632><U+0631> <U+063A><U+0631><U+064A><U+0646><U+0627><U+062F><U+064A><U+0646>","St Vincent","670"
"SMR",NA,"San Marino",NA,"San Marino","San Marino","Saint-Marin","<U+0421><U+0430><U+043D>-<U+041C><U+0430><U+0440><U+0438><U+043D><U+043E>","<U+5723><U+9A6C><U+529B><U+8BFA>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+0627><U+0646> <U+0645><U+0627><U+0631><U+064A><U+0646><U+0648>","the Republic of San Marino","la República de San Marino","la République de Saint-Marin","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0430><U+043D>-<U+041C><U+0430><U+0440><U+0438><U+043D><U+043E>","<U+5723><U+5723><U+9A6C><U+529B><U+8BFA><U+5171><U+548C><U+56FD>","<U+0633><U+0627><U+0646> <U+0645><U+0627><U+0631><U+064A><U+0646><U+0648>","San Marino","674"
"STP",NA,"Sao Tome and Principe",NA,"Sao Tome and Principe","Santo Tomé y Príncipe","Sao Tomé-et-Principe","<U+0421><U+0430><U+043D>-<U+0422><U+043E><U+043C><U+0435> <U+0438> <U+041F><U+0440><U+0438><U+043D><U+0441><U+0438><U+043F><U+0438>","<U+5723><U+591A><U+7F8E><U+548C><U+666E><U+6797><U+897F><U+6BD4>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+0627><U+0646> <U+062A><U+0648><U+0645><U+064A> <U+0648><U+0628><U+0631><U+0646><U+0633><U+064A><U+0628><U+064A> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629>","the Democratic Republic of Sao Tome and Principe","la República Democrática de Santo Tomé y Príncipe","la République démocratique de Sao Tomé-et-Principe","<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0430><U+043D>-<U+0422><U+043E><U+043C><U+0435> <U+0438> <U+041F><U+0440><U+0438><U+043D><U+0441><U+0438><U+043F><U+0438>","<U+5723><U+591A><U+7F8E><U+548C><U+666E><U+6797><U+897F><U+6BD4><U+6C11><U+4E3B><U+5171><U+548C><U+56FD>","<U+0633><U+0627><U+0646> <U+062A><U+0648><U+0645><U+064A> <U+0648><U+0628><U+0631><U+0646><U+0633><U+064A><U+0628><U+064A>","Sao Tome Prn","678"
"SAU",NA,"Saudi Arabia",NA,"Saudi Arabia","Arabia Saudita","Arabie saoudite","<U+0421><U+0430><U+0443><U+0434><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0410><U+0440><U+0430><U+0432><U+0438><U+044F>","<U+6C99><U+7279><U+963F><U+62C9><U+4F2F>","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0651><U+0629>","the Kingdom of Saudi Arabia","el Reino de Arabia Saudita","le Royaume d'Arabie saoudite","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0421><U+0430><U+0443><U+0434><U+043E><U+0432><U+0441><U+043A><U+0430><U+044F> <U+0410><U+0440><U+0430><U+0432><U+0438><U+044F>","<U+6C99><U+7279><U+963F><U+62C9><U+4F2F><U+738B><U+56FD>","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0651><U+0629>","Saudi Arabia","682"
"SEN",NA,"Senegal",NA,"Senegal","Senegal","Sénégal","<U+0421><U+0435><U+043D><U+0435><U+0433><U+0430><U+043B>","<U+585E><U+5185><U+52A0><U+5C14>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0633><U+0646><U+063A><U+0627><U+0644>","the Republic of Senegal","la República del Senegal","la République du Sénégal","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0435><U+043D><U+0435><U+0433><U+0430><U+043B>","<U+585E><U+5185><U+52A0><U+5C14><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0633><U+0646><U+063A><U+0627><U+0644>","Senegal","686"
"SYC",NA,"Seychelles",NA,"Seychelles","Seychelles","Seychelles","<U+0421><U+0435><U+0439><U+0448><U+0435><U+043B><U+044C><U+0441><U+043A><U+0438><U+0435> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+585E><U+820C><U+5C14>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+064A><U+0634><U+064A><U+0644>","the Republic of Seychelles","la República de Seychelles","la République des Seychelles","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0435><U+0439><U+0448><U+0435><U+043B><U+044C><U+0441><U+043A><U+0438><U+0435> <U+041E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","<U+585E><U+820C><U+5C14><U+5171><U+548C><U+56FD>","<U+0633><U+064A><U+0634><U+064A><U+0644>","Seychelles","690"
"SLE",NA,"Sierra Leone",NA,"Sierra Leone","Sierra Leona","Sierra Leone","<U+0421><U+044C><U+0435><U+0440><U+0440><U+0430>-<U+041B><U+0435><U+043E><U+043D><U+0435>","<U+585E><U+62C9><U+5229><U+6602>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+064A><U+0631><U+0627><U+0644><U+064A><U+0648><U+0646>","the Republic of Sierra Leone","la República de Sierra Leona","la République de Sierra Leone","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+044C><U+0435><U+0440><U+0440><U+0430>-<U+041B><U+0435><U+043E><U+043D><U+0435>","<U+585E><U+62C9><U+5229><U+6602><U+5171><U+548C><U+56FD>","<U+0633><U+064A><U+0631><U+0627><U+0644><U+064A><U+0648><U+0646>","Sierra Leone","694"
"SVN",NA,"Slovenia",NA,"Slovenia","Eslovenia","Slovénie","<U+0421><U+043B><U+043E><U+0432><U+0435><U+043D><U+0438><U+044F>","<U+65AF><U+6D1B><U+6587><U+5C3C><U+4E9A>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+0644><U+0648><U+0641><U+064A><U+0646><U+064A><U+0627>","the Republic of Slovenia","la República de Eslovenia","la République de Slovénie","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+043B><U+043E><U+0432><U+0435><U+043D><U+0438><U+044F>","<U+65AF><U+6D1B><U+6587><U+5C3C><U+4E9A><U+5171><U+548C><U+56FD>","<U+0633><U+0644><U+0648><U+0641><U+064A><U+0646><U+064A><U+0627>","Slovenia","705"
"SVK",NA,"Slovakia",NA,"Slovakia","Eslovaquia","Slovaquie","<U+0421><U+043B><U+043E><U+0432><U+0430><U+043A><U+0438><U+044F>","<U+65AF><U+6D1B><U+4F10><U+514B>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0633><U+0644><U+0648><U+0641><U+0627><U+0643><U+064A><U+0629>","the Slovak Republic","la República Eslovaca","la République slovaque","<U+0421><U+043B><U+043E><U+0432><U+0430><U+0446><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+65AF><U+6D1B><U+4F10><U+514B><U+5171><U+548C><U+56FD>","<U+0633><U+0644><U+0648><U+0641><U+0627><U+0643><U+064A><U+0627>","Slovakia","703"
"SGP",NA,"Singapore",NA,"Singapore","Singapur","Singapour","<U+0421><U+0438><U+043D><U+0433><U+0430><U+043F><U+0443><U+0440>","<U+65B0><U+52A0><U+5761>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0633><U+0646><U+063A><U+0627><U+0641><U+0648><U+0631><U+0629>","the Republic of Singapore","la República de Singapur","la République de Singapour","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0438><U+043D><U+0433><U+0430><U+043F><U+0443><U+0440>","<U+65B0><U+52A0><U+5761><U+5171><U+548C><U+56FD>","<U+0633><U+0646><U+063A><U+0627><U+0641><U+0648><U+0631><U+0629>","Singapore","702"
"SOM",NA,"Somalia",NA,"Somalia","Somalia","Somalie","<U+0421><U+043E><U+043C><U+0430><U+043B><U+0438>","<U+7D22><U+9A6C><U+91CC>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+0627><U+0644><U+0635><U+0648><U+0645><U+0627><U+0644> <U+0627><U+0644><U+0625><U+062A><U+062D><U+0627><U+062F><U+064A><U+0651><U+0629>","the Federal Republic of Somalia","la República Federal de Somalia","la République fédérale de Somalie","<U+0424><U+0435><U+0434><U+0435><U+0440><U+0430><U+0442><U+0438><U+0432><U+043D><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+043E><U+043C><U+0430><U+043B><U+0438>","<U+7D22><U+9A6C><U+91CC><U+8054><U+90A6><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0635><U+0648><U+0645><U+0627><U+0644>","Somalia","706"
"ZAF",NA,"South Africa",NA,"South Africa","Sudáfrica","Afrique du Sud","<U+042E><U+0436><U+043D><U+0430><U+044F> <U+0410><U+0444><U+0440><U+0438><U+043A><U+0430>","<U+5357><U+975E>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0651><U+0629> <U+062C><U+0646><U+0648><U+0628> <U+0623><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627>","the Republic of South Africa","la República de Sudáfrica","la République sud-africaine","<U+042E><U+0436><U+043D><U+043E>-<U+0410><U+0444><U+0440><U+0438><U+043A><U+0430><U+043D><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430>","<U+5357><U+975E><U+5171><U+548C><U+56FD>","<U+062C><U+0646><U+0648><U+0628> <U+0623><U+0641><U+0631><U+064A><U+0642><U+064A><U+0627>","South Africa","710"
"ESP",NA,"Spain",NA,"Spain","España","Espagne","<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>","<U+897F><U+73ED><U+7259>","<U+0645><U+0645><U+0644><U+0643><U+0629> <U+0625><U+0633><U+0628><U+0627><U+0646><U+064A><U+0627>","the Kingdom of Spain","el Reino de España","le Royaume d'Espagne","<U+041A><U+043E><U+0440><U+043E><U+043B><U+0435><U+0432><U+0441><U+0442><U+0432><U+043E> <U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>","<U+897F><U+73ED><U+7259><U+738B><U+56FD>","<U+0625><U+0633><U+0628><U+0627><U+0646><U+064A><U+0627>","Spain","724"
"ESH",NA,"Western Sahara",NA,"Western Sahara","Sáhara Occidental","Sahara occidental","<U+0417><U+0430><U+043F><U+0430><U+0434><U+043D><U+0430><U+044F> <U+0421><U+0430><U+0445><U+0430><U+0440><U+0430>","<U+897F><U+6492><U+54C8><U+62C9>","<U+0627><U+0644><U+0635><U+062D><U+0631><U+0627><U+0621> <U+0627><U+0644><U+063A><U+0631><U+0628><U+064A><U+0651><U+0629>","Western Sahara","Sáhara Occidental","Sahara occidental","<U+0417><U+0430><U+043F><U+0430><U+0434><U+043D><U+0430><U+044F> <U+0421><U+0430><U+0445><U+0430><U+0440><U+0430>","<U+897F><U+6492><U+54C8><U+62C9>","<U+0627><U+0644><U+0635><U+062D><U+0631><U+0627><U+0621> <U+0627><U+0644><U+063A><U+0631><U+0628><U+064A><U+0651><U+0629>","Westn Sahara","732"
NA,NA,"Sudan (former)",NA,"Sudan (former)","Sudán (ex)","Soudan (ex)","<U+0421><U+0443><U+0434><U+0430><U+043D>","<U+82CF><U+4E39>","<U+0627><U+0644><U+0633><U+0648><U+062F><U+0627><U+0646> <U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629>","the Republic of the Sudan","la República del Sudán","la République du Soudan","<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+0421><U+0443><U+0434><U+0430><U+043D>","<U+82CF><U+4E39><U+5171><U+548C><U+56FD>","<U+0627><U+0644><U+0633><U+0648><U+062F><U+0627><U+0646>","Sudan (frm)","736"
